id_particle,x,y,frame,intensity
27.0,484.32120052116335,372.4199146790237,3.0,79.23354154480141
32.0,424.313336227424,360.9416306386915,3.0,211.23833230097833
37.0,398.5024608853667,118.44119463161829,3.0,234.93241998216914
38.0,119.08136637945391,374.3454824105473,3.0,127.88695383616053
48.0,16.57853759722144,187.00756392307062,3.0,152.70039837271355
49.0,143.8299395499211,205.42664746019608,3.0,104.86327777060318
54.0,330.92298755972314,380.239049224794,3.0,108.69257810821112
63.0,318.7493741187576,187.48343383774107,3.0,116.94185110786513
66.0,426.9454747710688,29.67237989349387,3.0,242.58010969112084
10.0,292.2778619753317,381.2026323870626,4.0,86.78251205955544
14.0,61.27158637059644,478.4546977774632,4.0,150.81097071313678
23.0,114.51419685203265,281.3305877264382,4.0,165.76356537471358
24.0,302.6537887233212,96.9637992150133,4.0,135.92161779540314
27.0,482.6100159423314,382.75337343117053,4.0,67.83899164197571
32.0,415.7462241293619,370.2418619547032,4.0,204.0444212200991
37.0,387.4036641947945,122.16283231061932,4.0,217.24346194266084
38.0,114.4842819502058,369.39448549543374,4.0,132.00215990313762
48.0,19.21427760383005,197.65990647411624,4.0,158.75627004007808
49.0,134.1695968964783,207.39371513614793,4.0,104.96903611539163
54.0,337.2270309114903,388.83983846606964,4.0,119.87933419349817
63.0,309.573106503081,195.55744347929212,4.0,122.06416093018846
66.0,437.71976299126277,37.97696210198653,4.0,247.64428634054312
10.0,296.37448923596867,371.74705800292986,5.0,90.21603590458069
14.0,70.51554761448848,482.6523557660495,5.0,151.00086061268178
23.0,110.94915439028985,273.1474919287183,5.0,158.1751021675092
24.0,301.73903729657957,84.53945926060655,5.0,119.74752446775908
27.0,483.5092917722678,392.9256538071335,5.0,77.60890509672477
32.0,406.54985107302963,378.67425715361406,5.0,213.34250990995207
37.0,376.2841503929143,128.0716692454586,5.0,221.80347331561055
38.0,110.93446205803882,365.5122744152974,5.0,123.17403892599442
48.0,22.10287027618181,206.79238831563765,5.0,161.3111127814507
49.0,124.56238339004199,208.37617941904685,5.0,96.19345077051031
54.0,342.67492066439974,396.865897280916,5.0,120.40793748602506
63.0,300.91026036441593,204.69126813874288,5.0,120.47711475585947
66.0,451.00215601953823,41.61815869635771,5.0,231.58551551759686
10.0,301.3557304827001,361.87531373877727,6.0,91.99031993073602
14.0,80.16978366847914,486.1857339219467,6.0,170.26651139368286
23.0,104.486753872392,265.93876890357296,6.0,168.30285223607925
24.0,298.8436472464291,73.65101249092031,6.0,102.75430967539941
27.0,485.51341568351904,402.96856229990755,6.0,76.51025240700984
32.0,398.03088269796956,385.7613691363101,6.0,222.44694134221643
37.0,365.20676803018597,132.64280464328763,6.0,217.77777950756095
38.0,107.89922850448752,360.95135551322875,6.0,121.98771389737382
48.0,25.941390609713768,215.29178239262643,6.0,179.7787608444344
49.0,114.99563396132122,208.77955351826094,6.0,100.41936840910003
54.0,348.725377890514,403.9106691094764,6.0,114.20629025033637
63.0,290.97452390159987,213.04700602786184,6.0,112.0332185768569
66.0,464.1745592091667,42.330029436779725,6.0,232.8521830307427
10.0,307.16054552455336,352.76075408614366,7.0,91.84523946549155
14.0,90.68395260056586,487.57149995038594,7.0,169.3732562683
23.0,98.98214950316616,258.62200047555535,7.0,173.38587065451983
24.0,297.1062908185545,61.28781354127693,7.0,111.29812343022647
27.0,487.9441310469095,411.70560423972154,7.0,75.65209149267221
32.0,392.17193367420396,394.41199428301076,7.0,224.3536004498304
37.0,357.5662926932965,139.5942022318562,7.0,218.14897360559752
38.0,105.10392868948746,357.1699723271748,7.0,133.23547069707504
48.0,27.997737476813768,224.00402947710737,7.0,167.10976045029852
49.0,106.04288184609055,208.91903485817187,7.0,107.60239608109922
54.0,353.8608696435631,411.7738434306656,7.0,104.1107477112397
63.0,283.3028269915519,223.748635080601,7.0,97.29847661776536
66.0,477.52909866349216,42.31190309787182,7.0,227.88912363000068
10.0,314.061391178553,343.8908917496026,8.0,93.17600757498262
14.0,101.86580421336653,485.7745318969183,8.0,172.49784096873137
23.0,91.76266029744843,253.65533732902648,8.0,167.1956524439701
24.0,295.7655652872905,48.30157484520474,8.0,120.65715757859681
27.0,489.98988948847324,421.96667179943796,8.0,88.16918331432956
32.0,388.0111384947548,405.19505345842117,8.0,219.89336256067403
37.0,350.4324255423139,145.2097809630278,8.0,214.1713942937327
38.0,100.94128080758622,353.7142674182812,8.0,135.0721766467501
48.0,29.951592006421425,233.9672112181927,8.0,163.07631833345906
49.0,96.18514617975748,209.34176100755263,8.0,90.01581420207319
54.0,358.29414918447554,421.5535302367753,8.0,95.69045265945539
63.0,273.3220717269319,234.05503700148816,8.0,96.57645016934664
66.0,488.7373267030714,41.15737345014976,8.0,218.46023035263042
10.0,320.09408293714006,333.22619882029284,9.0,90.5156180268658
14.0,113.83899997634833,484.1488996286696,9.0,172.24516075252853
23.0,84.84775198726346,250.48353445492253,9.0,179.41745101114861
24.0,293.3657465027664,36.70347646574125,9.0,124.60891908348225
27.0,491.99628464082207,430.02795067828134,9.0,92.42206504436189
32.0,384.941891404564,415.3661405370913,9.0,227.1045726704357
37.0,344.25524163245404,149.27273540487766,9.0,223.836048571232
38.0,97.12787596230876,350.89254587364724,9.0,145.92814726036724
48.0,30.88974508877029,244.50814258688678,9.0,156.12527658555766
49.0,87.05376754844963,210.01403857575716,9.0,84.0051647058355
54.0,360.43543655905773,431.900272605017,9.0,77.23528286558638
63.0,261.835758996529,244.1066412428603,9.0,94.84258628127989
66.0,499.73344392527326,39.424336900967425,9.0,218.3202701511423
10.0,328.15714544095584,323.06393702199995,10.0,82.71191117660064
14.0,124.66908692614089,480.6003924440098,10.0,187.3211125196682
23.0,77.88685466145927,247.4991748054069,10.0,183.64760379016437
24.0,288.89883753356594,25.19884827345888,10.0,137.20329703713008
27.0,492.7825866442664,439.23879370885487,10.0,104.39799998556416
32.0,381.0467480110191,424.2169611261007,10.0,209.6614122562397
37.0,339.0045971317028,155.18511126905966,10.0,222.43972176368524
38.0,93.51931287598023,348.21998997680737,10.0,149.2086825473764
48.0,29.85466369352785,252.5075470868463,10.0,142.03722330938984
49.0,79.03748581001852,212.2522070564672,10.0,76.80621826608441
54.0,362.1201098256447,443.1535404616106,10.0,70.8868855687951
63.0,248.82660193476292,251.49810192229896,10.0,95.1196829943263
66.0,511.1611125274422,36.78918431816603,10.0,215.91365471254312
10.0,333.9529044753389,312.6049163311721,11.0,111.8195359833621
14.0,135.97520327146262,477.4931209528265,11.0,188.84161797441513
23.0,70.95304646318569,245.6916872304331,11.0,181.902842763664
24.0,285.68352213110194,14.680930680347307,11.0,135.6336187667681
27.0,495.43886939564084,448.8050197375305,11.0,117.59932236230794
32.0,380.6067086544746,432.1205894049919,11.0,202.88896294192222
37.0,333.817181362399,160.72855075715907,11.0,212.71039537348938
38.0,89.40467253854432,346.7582659281516,11.0,147.65216513079235
48.0,28.421323020042163,259.72374182277906,11.0,146.2136725023613
49.0,70.7593035733159,215.09483908161363,11.0,79.59860556138776
54.0,362.81339288807067,456.2215031847378,11.0,70.35329970529249
63.0,235.40806905639127,258.2089932242227,11.0,99.19500605753679
10.0,338.81205508013505,302.1051340785095,12.0,106.29437962178393
14.0,147.10524047809193,479.7860229385624,12.0,178.9416499646588
23.0,65.87561701983921,244.443501522799,12.0,177.72803419609713
24.0,281.4977214562971,3.6403034880529894,12.0,141.2447879485778
27.0,495.96736216132115,458.573809676343,12.0,122.13951869942136
32.0,379.9240939203618,439.1143187862774,12.0,212.97070392118013
37.0,327.87459805577697,165.50577242852103,12.0,216.08888027446235
38.0,85.15391135952333,343.1086051755397,12.0,146.70248957582456
48.0,26.996941643068784,265.940135687585,12.0,158.12211948710728
49.0,63.53955541244741,218.20811505448341,12.0,77.42594898063717
54.0,365.4614033316746,470.00548510619774,12.0,67.36351090127361
63.0,219.99699492268334,264.03501098303127,12.0,95.10804336207707
10.0,345.31361858998434,292.16259663536437,13.0,103.66508612799451
14.0,159.23263946088176,481.29832562948076,13.0,174.8978509541819
23.0,61.07394990925654,243.0373614261783,13.0,190.4220091569377
27.0,495.0845310609724,469.23313488467625,13.0,108.32735420951312
32.0,380.05095809747644,445.7848696919101,13.0,199.2128688212143
37.0,323.88515385474597,170.7775477927344,13.0,214.20395980558294
38.0,80.36880931210294,339.79339979689956,13.0,147.2936930772026
48.0,25.10552104427999,272.2410032364745,13.0,179.64597630037795
49.0,57.04533223059151,218.39423939613218,13.0,78.9627175625084
54.0,370.15435455040625,482.80000945668706,13.0,75.70516697138243
63.0,206.88662861551006,272.9277314879514,13.0,86.10696254964368
10.0,352.82724940026276,284.52082692910585,14.0,107.1647126874464
14.0,173.5295426769964,485.198372886449,14.0,191.67719587094945
23.0,53.70379382530083,243.36120577443393,14.0,183.35360582758605
27.0,495.4224471984362,479.48084253280047,14.0,107.37934939115209
32.0,381.3193204740806,451.62262096664944,14.0,207.30115573992717
37.0,320.2946728980214,177.59020505926583,14.0,199.47418891292045
38.0,76.1257106348053,337.57120760045507,14.0,155.1492950367116
48.0,22.377016936547896,277.52593909508073,14.0,185.52423208651302
49.0,49.233821555872524,218.26510300707434,14.0,80.15045959422591
54.0,373.9652738533971,495.91392835463273,14.0,93.5847479001645
63.0,197.47831621365742,285.5739379460229,14.0,104.08445838101625
10.0,359.17985394149633,275.79237377251724,15.0,121.00681996157671
14.0,187.0893869711731,490.09399677443713,15.0,180.1325395188305
23.0,47.14730313656177,240.8335838018677,15.0,190.62203068651897
27.0,496.7135008732354,488.6086815921367,15.0,112.71973787129262
32.0,382.0556736933764,456.0224782231878,15.0,199.43843948258336
37.0,317.2549688184141,184.74042312075431,15.0,203.03165069678678
38.0,72.92065060388963,336.0093736399037,15.0,156.09779900519862
48.0,19.48285950604654,282.88308269170665,15.0,180.11574194170174
49.0,41.76689590710493,217.42057095332794,15.0,100.87802624827962
54.0,375.45263875544913,508.35796792269514,15.0,101.16843016725711
63.0,189.25412565675427,298.07705158581433,15.0,107.61345940073168
10.0,364.3541359708765,267.11015066841946,16.0,130.40834815523255
14.0,198.29966935153737,497.42398091365294,16.0,176.91433912092802
23.0,39.447344347826174,239.11244183184792,16.0,209.38387379114076
27.0,498.85855298551684,497.939651171671,16.0,102.21847670754383
32.0,383.07099864234,459.72793165657134,16.0,191.01899689624133
37.0,312.7524895492989,192.40709089660905,16.0,206.17834591738384
38.0,66.59351483213625,333.933589481629,16.0,151.7539723569436
48.0,17.8229304260727,289.2050457324239,16.0,181.98678489378298
49.0,33.90678848699096,218.52863887858422,16.0,90.62559564426662
63.0,180.30527010361752,310.94633944042374,16.0,99.1302576829197
10.0,367.42397931760513,258.4636989749674,17.0,118.28551099368306
14.0,207.34033005024335,506.74415044132576,17.0,178.29858374108088
23.0,32.153547135840924,236.8541149454664,17.0,207.05829214917546
27.0,500.5672336552321,505.8702707611221,17.0,103.86667422637323
32.0,384.1312611936587,462.9923317327792,17.0,187.07455525162496
37.0,309.16782662270435,200.41401020631756,17.0,216.90246796791604
38.0,61.37811826528382,330.2238428020679,17.0,153.04042310233663
48.0,17.29106872885732,295.47238617600254,17.0,184.78744934550173
49.0,25.847486460251318,219.97166663966547,17.0,77.36309234739592
63.0,170.30501749158265,322.28178501594846,17.0,112.73980900379254
10.0,372.13539476564296,248.8634735342977,18.0,113.70299369218807
23.0,23.686384586936306,234.80047579253008,18.0,194.82449223918508
32.0,384.3407992733353,464.34513610586384,18.0,186.0546306385884
37.0,304.7289315137409,209.2715362629335,18.0,231.08942339962476
38.0,55.10267509514301,325.791846566322,18.0,152.87946120456195
48.0,16.14175097611393,303.1294177795817,18.0,176.86104862492732
49.0,18.093181807312618,221.05282432777463,18.0,78.18090145298736
63.0,158.29264238949798,332.771224231674,18.0,105.60365221392198
10.0,377.31780067096656,241.05218457684174,19.0,113.34749225496394
23.0,14.712383211251515,231.50367782615405,19.0,189.40761606906833
32.0,384.37755874566716,464.61950080266547,19.0,168.86268328448557
37.0,300.0885261458833,216.83028493970883,19.0,233.66946371864526
38.0,49.83244701767186,320.8746364919853,19.0,161.33168214706942
1236.0,73.44244179622291,508.1127655961769,19.0,184.57642753670441
48.0,14.400519148443268,309.85018139685417,19.0,186.98050964613702
49.0,10.78081953292072,222.0985184399945,19.0,97.82117395752044
63.0,144.93968183169955,341.2397311904831,19.0,110.20666207514031
10.0,382.75016787658006,235.36452090171386,20.0,121.33687191027829
23.0,5.807445509160244,229.81413092133508,20.0,183.7146217467503
32.0,384.43220311534265,464.77185439302366,20.0,201.36327950643619
37.0,296.11291441706265,223.90895633113317,20.0,235.1690265677447
38.0,45.562360831904876,316.93354035917076,20.0,161.92827483303708
1236.0,72.16994591752835,492.78941131439296,20.0,186.88053819749382
48.0,12.091299974531298,316.2826841909354,20.0,190.6950010807602
49.0,4.890008281341942,223.0991126320944,20.0,88.35864800243256
63.0,132.91863223638873,350.59054741092973,20.0,111.31224826559449
10.0,388.08690155147707,230.17181698700833,21.0,124.28495312813301
32.0,384.827535938847,465.27313284466123,21.0,193.2185685864841
37.0,294.30349699535685,231.5782464009339,21.0,231.4511661271676
38.0,42.11578334051752,310.46485000134487,21.0,164.87265358065716
1236.0,67.6156761657301,477.11089828913015,21.0,205.23895542258808
48.0,10.42728710616735,323.7473832119062,21.0,191.53644248759346
49.0,0.9836532945349887,222.9744629828876,21.0,78.3504828977745
63.0,120.9290130673251,360.5340774227152,21.0,105.77039250734813
10.0,393.5475163678358,224.0776178581304,22.0,112.30920598072046
32.0,385.4946910316391,467.0590275071279,22.0,200.91851712948645
37.0,293.6453929702633,238.31060666035128,22.0,220.97953466581458
38.0,39.44989531112435,304.56511532585375,22.0,167.4068674925155
1236.0,65.78594715255437,459.67161392573416,22.0,215.0372138623606
48.0,8.096866353326437,332.1365537404202,22.0,183.52278159600226
63.0,110.94938421900446,371.2309173519732,22.0,100.37871616062063
10.0,400.1998857406504,218.60620638110927,23.0,115.82946023965917
32.0,386.32759464064895,468.31200754034757,23.0,194.25903572591443
37.0,291.2908996244164,244.6149650157938,23.0,229.8813316054876
38.0,37.35924608926175,298.84286120040315,23.0,175.47014205439174
1236.0,62.52297612218273,441.2927497875237,23.0,229.00890995048988
48.0,5.149576461198036,341.83716979578463,23.0,190.21856519728934
63.0,101.40013956212505,383.9491394964185,23.0,97.72017199848428
10.0,404.82548411787525,212.10676625371454,24.0,112.88955803900069
32.0,387.43200742461926,469.5640213918237,24.0,202.42871656752592
37.0,289.2525673102307,252.45768492178158,24.0,230.19189663722332
38.0,35.234633751091046,293.7513731084814,24.0,179.70809892232126
1236.0,58.839321267575045,422.3624502043016,24.0,226.14365954358186
48.0,0.4636972629994869,349.38225380729403,24.0,212.26697452490237
63.0,89.7760887338749,394.98083149317796,24.0,98.91700864195683
10.0,410.02735075974533,205.54858615081517,25.0,106.41325161167262
32.0,388.1901989971586,470.4998008929118,25.0,197.2118435443522
37.0,286.9654425117532,259.99633109311463,25.0,220.9668160465215
38.0,31.310493362008348,289.980258806422,25.0,175.1372472317448
1236.0,60.78114800658904,401.88995231666433,25.0,233.23956896400637
63.0,79.12494264148006,403.84317183550604,25.0,110.49365887113314
10.0,412.22277913728794,197.87270977606372,26.0,99.86895918005509
32.0,389.45258260931485,471.89842714964306,26.0,180.46531853574695
37.0,285.18054910502957,264.5934253769697,26.0,217.99537844502487
38.0,27.43153999573446,286.43704449291687,26.0,189.39626782433547
1236.0,61.27798465705713,380.3120184042749,26.0,216.6459419605784
63.0,67.04392028428676,411.35898665000076,26.0,106.57039902338279
10.0,414.5287874959141,189.5280124920051,27.0,100.45229782326666
32.0,391.55697469513166,474.05902576352804,27.0,176.48766224824655
37.0,283.9526706000389,269.25322352981027,27.0,233.1543387082378
38.0,22.407332697987044,283.3178912344527,27.0,198.39111751815364
1236.0,67.6848450704246,360.05811317506976,27.0,204.8208642028539
63.0,53.88532546743491,415.81917408258744,27.0,107.03117732018372
10.0,414.5836286506266,181.26368370554638,28.0,90.86014916468967
1827.0,116.88781414844577,3.8584124873217736,28.0,252.39396713228862
32.0,394.265306191727,476.7621309847673,28.0,174.48147890066673
37.0,282.77155335064737,274.9345973105937,28.0,223.24446765285245
38.0,18.652871680086417,281.18783526484145,28.0,193.197554029444
1236.0,73.3066226195457,339.2739237284101,28.0,212.68880320392344
1849.0,0.7913921001315924,386.7657818607385,28.0,216.19075894509973
63.0,40.90581866451241,421.9721971108504,28.0,89.74435331344841
10.0,414.69606531657064,172.26784410917972,29.0,86.87453641299764
1827.0,119.7439139812294,18.489901250359548,29.0,245.76109810763325
32.0,399.16014581915505,478.9613656064115,29.0,165.66824319628796
37.0,281.1712586177364,280.0492273665743,29.0,229.51903773350887
38.0,14.33305754046781,278.4637146076821,29.0,194.33948959636376
1236.0,80.9363297461626,316.89010302231065,29.0,206.18920064353736
1849.0,5.532694386812459,395.0377333618656,29.0,213.27786690697215
63.0,26.657876919723513,426.6088365482836,29.0,108.13113687489428
10.0,416.67487217439896,162.15759326397583,30.0,82.04392689686209
1827.0,122.06587075734369,34.08624403379538,30.0,247.20069145286263
32.0,403.5810053523487,480.871592616851,30.0,166.8527804768672
37.0,280.2507803005348,283.514266485096,30.0,228.02467735948827
38.0,10.257048749121996,275.91437997094624,30.0,183.8471143463862
1236.0,91.09388968327467,296.6766423649338,30.0,199.0400341993279
1849.0,9.167922172617939,403.01445943678374,30.0,206.29768929729445
63.0,13.79558427322226,433.71148109284655,30.0,108.76685581457438
10.0,417.85514667523154,150.24589253679707,31.0,70.22436975216023
1827.0,124.99009243605357,49.66566120070608,31.0,251.15785049693318
32.0,407.8568796513547,482.72320039065335,31.0,173.4337755972125
37.0,279.3438150815029,286.2614568226932,31.0,210.85488844839784
38.0,5.636552482284404,273.28565321854177,31.0,180.47361917511873
1236.0,108.03179014754542,282.7519848991038,31.0,207.47009605646832
1849.0,14.217104101315353,409.35501682391435,31.0,185.34285420916055
10.0,418.8519858490407,138.79370329250503,32.0,75.4468380889708
1827.0,122.4619073867212,65.44436450725165,32.0,247.88832336752594
32.0,413.1557961794887,485.0752868869531,32.0,170.31732118523965
37.0,278.7080289288463,288.10668294106756,32.0,228.11672674087225
38.0,0.6873358039958859,270.54582212389005,32.0,198.310073772724
1236.0,125.14752491436566,267.99284019682494,32.0,199.8756999305662
1849.0,17.06393565027158,417.54347060768674,32.0,183.75488133265605
10.0,421.01747742189735,125.11486733828903,33.0,88.89027963261314
1827.0,120.82984512963955,82.42466596214761,33.0,246.15003474427473
32.0,418.03512820355695,488.45574254288846,33.0,173.21930552593489
37.0,278.3999904001953,290.1284772242854,33.0,224.61078206730235
1236.0,144.04893455104616,255.42052187627823,33.0,206.97447210255916
1849.0,22.29177526514481,425.14584692089585,33.0,199.0348750001479
10.0,423.16803749269314,113.6121798112562,34.0,82.8382583899577
1827.0,122.0741471890633,100.2331985728375,34.0,236.72519646572687
32.0,424.2319445744972,492.01825529352186,34.0,171.3115405795548
37.0,278.7378790241041,294.3180844782325,34.0,232.82261051742708
1236.0,163.8340679297768,245.35121727533178,34.0,205.14404122991175
2251.0,179.10904059105303,502.78851171254763,34.0,211.91357413766545
1849.0,27.82749907429348,432.1495805616048,34.0,202.27405982455355
2280.0,511.3371634792721,122.32296856392975,34.0,157.8836790032547
10.0,423.0959200514492,100.8310805823127,35.0,73.9263452112119
1827.0,118.6118766883128,116.68899490604491,35.0,238.19223806856152
32.0,430.17798120239115,495.73006687966466,35.0,158.03368116008744
37.0,279.2483829129255,297.41846529012696,35.0,216.30075933947504
1236.0,181.50240524337775,234.4798063772433,35.0,214.22969258203085
2251.0,161.27275907817466,497.6969725403844,35.0,203.72543448043322
1849.0,32.397276769280516,439.87506077433557,35.0,213.5489931896903
2280.0,508.37404780692634,133.32954631852982,35.0,157.48153729652614
10.0,421.0065555918454,88.14742644647407,36.0,94.36112662526551
1827.0,120.02355616059795,133.13345501888878,36.0,242.02557341681617
32.0,436.07333143625783,500.84098637330214,36.0,159.50858846252476
37.0,279.2223194348021,298.8554465825597,36.0,237.70344232198005
1236.0,201.24720141672987,220.576289469889,36.0,218.62916598125662
2251.0,142.1568189300367,501.8620268916943,36.0,211.53273648511885
1849.0,34.89627956947467,448.27286413426384,36.0,237.38649435845878
2280.0,506.6580829804952,143.9427746618531,36.0,163.92986522230387
10.0,416.98348536444684,76.22228764410102,37.0,107.69732642028897
1827.0,116.9483127940801,148.89381005304128,37.0,235.31839736780594
32.0,443.44444939330924,505.4622517775418,37.0,172.93750934268112
37.0,279.04654353967663,300.5777691324382,37.0,220.56978355869754
1236.0,219.00454234314446,206.3501723952056,37.0,222.304595173215
2251.0,123.95367641645592,504.65317712115166,37.0,203.20046069195925
1849.0,38.48075007858863,456.30862492432135,37.0,239.13938747202081
2280.0,504.0733204947785,153.69707273076094,37.0,186.76040771352132
10.0,417.2406210313685,63.79813883211703,38.0,122.02141817250171
1827.0,112.81388896872323,163.93433542130006,38.0,241.50899680437362
32.0,450.94718448737945,509.57973337246705,38.0,170.72925620656838
37.0,278.62477298288775,301.4953892734341,38.0,220.74748132721538
1236.0,231.13257213036366,186.454704184374,38.0,219.65604292298494
1849.0,42.23080538897931,463.50962618676635,38.0,241.46089403362367
2280.0,501.68099506863706,163.66737979076782,38.0,190.27509626642606
10.0,415.95674112797815,51.72893289081602,39.0,130.9716193595665
1827.0,109.48380876486374,179.59367641301623,39.0,255.0
37.0,277.89879951041416,303.2012276205042,39.0,203.2272285759466
1236.0,249.58665070958864,169.6758133567296,39.0,206.80922883372043
1849.0,45.85136218227635,472.78246604779457,39.0,230.3858021956603
2280.0,496.4133905712409,174.16929684307985,39.0,185.42836209821905
10.0,412.5088019862179,41.93706814058138,40.0,134.00988664284392
1827.0,108.18769974255878,194.7648476096333,40.0,250.68944499815288
37.0,277.58385231297245,305.16062545430134,40.0,206.6419920206925
1236.0,270.60662909797423,157.56550855393516,40.0,192.96961207554665
1849.0,47.71066506991369,480.60607780126037,40.0,248.18470847615646
2280.0,492.957647666887,184.8933919683705,40.0,177.54583282524976
10.0,407.96245723548367,31.287996844112676,41.0,141.0382360830831
1827.0,106.69066058051465,209.43043230852786,41.0,255.0
37.0,276.74782421248824,307.5697009345577,41.0,210.03917139285144
1236.0,292.58136258554816,150.8121265234738,41.0,208.04011047851932
1849.0,51.23764185708897,487.34631579076154,41.0,255.0
2280.0,487.58383935239397,193.65993761402902,41.0,168.50881256345107
10.0,405.975745468087,19.221584058574425,42.0,135.95545436523946
1827.0,109.46547461868504,224.1326360941674,42.0,254.79141777660433
37.0,274.93666095877194,310.50104179855924,42.0,199.428266700882
1236.0,315.0844355492937,140.1446663785384,42.0,210.99074642553512
1849.0,54.17976781391186,494.4114572314783,42.0,248.05944144382187
2280.0,480.7892838255545,201.299728516129,42.0,185.9924087092526
10.0,401.9151807095489,7.852221614303479,43.0,146.85867357657116
1827.0,115.0471478057855,238.21041664480904,43.0,252.37712479691007
37.0,274.2775761214153,312.9032777277842,43.0,204.29699082145927
1236.0,337.0277754965035,132.34313086504767,43.0,203.95271077902055
1849.0,56.81819531645257,501.06123993629893,43.0,249.36704796137138
2280.0,475.50989021847977,208.06648915000162,43.0,181.991921507209
1827.0,115.33208296751462,253.11339524963904,44.0,251.55566087319343
37.0,273.1220543923632,316.0542373192494,44.0,215.4408389330224
1236.0,358.4210295094444,124.07943290614968,44.0,202.08602770727398
1849.0,58.70641065920285,507.48711353182307,44.0,255.0
2280.0,469.8015240862766,213.02537281378733,44.0,194.74153130402544
1827.0,116.4567667170375,269.2723802522918,45.0,240.88080640937608
37.0,272.2060705445419,316.88116781785425,45.0,224.61943254884213
1236.0,380.1550451502653,115.11238500142785,45.0,204.4840318790952
2280.0,465.50084461208854,218.0736738227504,45.0,189.35063548341083
1827.0,115.0860416746701,286.74497587919075,46.0,255.0
37.0,271.0059840761641,318.3887339550101,46.0,232.29435866923242
1236.0,403.5324760950214,109.76716748221206,46.0,216.36753990465144
2280.0,461.079256596241,222.59031337792078,46.0,189.93885324560793
1827.0,111.96845931280653,304.06256337826085,47.0,255.0
37.0,268.79069297924207,321.51221986182907,47.0,225.6502856452867
1236.0,424.6716651207586,105.37405202159599,47.0,208.70577593276823
2280.0,457.12265306359086,227.84173526344827,47.0,192.84232975052836
1827.0,110.76003413484041,322.2248577404102,48.0,255.0
37.0,266.8907220892065,324.0987734685452,48.0,231.4157887749029
1236.0,443.02875480696497,99.38470947365583,48.0,200.15357703556535
2280.0,453.4940998457998,231.6929662590962,48.0,171.42146513661567
1827.0,110.30279238303956,340.21475176504157,49.0,232.68638178534215
