id,x,y,fluorescence,frame
2,405.75,1.3750000000000009,,2
3,108.0,0.0,,2
4,161.0,40.0,,2
5,411.42857142857144,25.214285714285715,,2
6,110.0,5.0,,2
7,282.2197183098592,44.79154929577465,,2
8,403.2,36.4,,2
9,115.0,11.0,,2
10,123.2,28.4,,2
11,136.24880382775117,50.20574162679426,,2
12,141.5,66.5,,2
13,96.44360902255639,82.12531328320802,,2
14,169.5435897435897,73.75897435897436,,2
15,86.33333333333333,173.6904761904762,,2
17,79.5,178.0,,2
18,75.0,186.99999999999997,,2
19,75.50000000000001,195.0,,2
20,75.99999999999999,198.99999999999997,,2
21,173.2,252.6,,2
22,141.28491620111728,252.4078212290503,,2
24,82.03278688524587,211.09836065573768,,2
25,80.99999999999999,375.0,,2
26,94.35398230088497,363.88053097345136,,2
27,97.77181208053693,407.91275167785244,,2
28,173.19672131147536,266.14754098360663,,2
29,157.0340909090909,409.50568181818176,,2
30,179.49999999999997,261.49999999999994,,2
31,248.0,411.0,,2
32,191.25,414.0000000000001,,2
16,497.6666666666667,197.9333333333334,,2
23,510.6,323.8,,2
1,85.64803499513954,26.00315928343286,,3
2,410.39858377609403,-1.0681160178977769,,3
3,99.99611165115958,-1.5007290654075829,,3
4,127.6337904457714,45.68609568115539,,3
5,411.42857142857144,25.214285714285715,,3
6,103.04356887052069,-7.54130392688027,,3
7,284.13149333869757,46.76918032180134,,3
8,403.2,36.4,,3
9,99.6592139980558,-4.174038328010006,,3
10,106.03863257628359,17.008860038378504,,3
11,126.67036874366688,42.524321821132965,,3
12,128.66042910706847,65.66626163032912,,3
13,96.5520251932892,82.02053141618259,,3
14,165.61176510384948,74.45674924066812,,3
15,86.16951105718745,171.96073026964018,,3
17,80.16699069573669,170.0516942091376,,3
18,74.33995712401054,179.8645891195667,,3
19,53.82795953311181,176.11453664081588,,3
20,48.153138452992614,174.321344257742,,3
21,174.14331541254188,244.59611165115962,,3
22,134.524752278095,242.26568636559116,,3
24,79.51943818990344,158.44944382108238,,3
25,89.67087904457713,368.9970837383697,,3
26,106.3111186007843,354.00257584676643,,3
27,97.38236113738864,407.62625903001924,,3
28,176.1526199685381,219.06273604986558,,3
29,149.27289797269358,408.2150412402763,,3
30,172.6633453686988,211.97594084154977,,3
31,248.0,411.0,,3
32,181.3299592400739,413.6665532517672,,3
16,497.96296296296293,198.3518518518519,,3
23,509.5,326.0,,3
