Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID1479,1479,0,0.905,1.280,77.010,0,0,0,4,1,-10921639,20.131,6,0,146,8314,29.726,5.269,0.835,0.616
ID1108,1108,0,1.457,0.000,77.311,0,1,1,4,1,-10921639,25.053,6,0,174,10347,38.948,2.550,0.847,0.590
ID753,753,0,1.268,0.000,76.553,0,2,2,4,1,-10921639,22.153,9,0,115,9149,28.175,4.275,0.877,0.735
ID1837,1837,0,0.924,0.000,77.311,0,3,3,4,1,-10921639,15.775,6,0,100,6515,22.027,2.441,0.817,0.644
ID2185,2185,0,0.918,0.000,77.690,0,4,4,4,1,-10921639,15.707,7,0,124,6487,23.002,2.377,0.835,0.621
ID3264,3264,0,1.383,0.000,77.690,0,5,5,4,1,-10921639,24.322,12,0,136,10045,29.941,2.582,0.875,0.758
ID2903,2903,0,1.153,0.000,78.069,0,6,6,4,1,-10921639,20.085,8,0,109,8295,26.338,4.123,0.817,0.686
ID3620,3620,0,0.916,0.000,80.343,0,8,8,4,1,-10921639,14.409,3,0,188,5951,30.334,2.345,0.814,0.426
ID3974,3974,0,1.147,0.000,79.206,0,9,9,4,1,-10921639,18.768,5,0,121,7751,28.040,2.501,0.860,0.619
ID4354,4354,0,1.517,0.000,79.585,0,10,10,4,1,-10921639,24.264,7,0,171,10021,38.410,2.443,0.878,0.591
ID4723,4723,0,1.852,0.000,80.343,0,11,11,4,1,-10921639,28.545,4,0,191,11789,48.897,2.457,0.892,0.550
ID5085,5085,0,1.844,0.000,80.343,0,12,12,4,1,-10921639,30.165,7,0,161,12458,42.843,4.056,0.889,0.663
ID5446,5446,0,1.505,0.000,80.343,0,13,13,4,1,-10921639,24.838,6,0,154,10258,35.794,2.558,0.836,0.632
ID5815,5815,0,1.165,0.000,81.480,0,14,14,4,1,-10921639,22.799,7,0,126,9416,30.146,4.376,0.845,0.693
ID6179,6179,0,1.005,0.000,81.859,0,15,15,4,1,-10921639,19.312,10,0,116,7976,24.664,4.595,0.822,0.706
ID6544,6544,0,1.204,0.000,81.859,0,16,16,4,1,-10921639,23.269,7,0,118,9610,30.646,4.172,0.804,0.677
ID6914,6914,0,1.582,0.000,81.859,0,17,17,4,1,-10921639,28.511,7,0,147,11775,36.604,4.139,0.835,0.709
ID7286,7286,0,1.709,0.000,83.375,0,18,18,4,1,-10921639,27.366,7,0,170,11302,41.973,2.482,0.865,0.605
ID8022,8022,0,1.737,0.000,84.133,0,19,19,4,1,-10921639,27.741,6,0,176,11457,43.252,2.492,0.858,0.592
ID7648,7648,0,1.719,0.000,83.754,0,20,20,4,1,-10921639,29.550,11,0,176,12204,39.942,4.285,0.874,0.690
ID8387,8387,0,1.141,0.000,84.512,0,21,21,4,1,-10921639,23.068,9,0,141,9527,31.902,4.832,0.831,0.656
ID8744,8744,0,0.797,1.386,84.957,0,22,22,4,1,-10921639,19.625,10,0,109,8105,22.568,4.451,0.807,0.777
ID9109,9109,0,0.834,0.632,85.414,0,23,23,4,1,-10921639,19.315,9,0,124,7977,24.279,5.044,0.807,0.711
ID9465,9465,0,0.823,0.000,86.407,0,24,24,4,1,-10921639,20.269,13,0,105,8371,23.128,7.137,0.833,0.797
ID9836,9836,0,1.225,0.000,86.028,0,25,25,4,1,-10921639,23.673,13,0,121,9777,28.696,4.954,0.867,0.766
ID10216,10216,0,0.859,1.736,86.236,0,26,26,4,1,-10921639,21.046,11,0,126,8692,25.381,2.519,0.825,0.750
ID10956,10956,0,1.478,0.000,86.786,0,28,28,4,1,-10921639,26.845,11,0,179,11087,37.606,4.161,0.873,0.665
ID11323,11323,0,2.198,0.000,86.407,0,29,29,4,1,-10921639,35.525,8,0,220,14672,52.224,3.852,0.903,0.645
ID11702,11702,0,2.158,0.000,86.786,0,30,30,4,1,-10921639,34.315,6,0,222,14172,55.123,2.479,0.882,0.584
ID12068,12068,0,1.305,0.000,87.922,0,31,31,4,1,-10921639,20.877,4,0,167,8622,36.348,2.430,0.850,0.528
ID12438,12438,0,1.716,0.000,87.922,0,32,32,4,1,-10921639,28.157,8,0,239,11629,48.930,2.453,0.876,0.538
ID12794,12794,0,1.385,0.000,87.922,0,33,33,4,1,-10921639,23.460,8,0,145,9689,33.527,2.536,0.853,0.644
ID13160,13160,0,1.401,0.000,88.680,0,34,34,4,1,-10921639,23.596,8,0,156,9745,33.889,3.956,0.877,0.651
ID13514,13514,0,1.628,0.000,90.196,0,35,35,4,1,-10921639,24.969,4,0,198,10312,43.237,2.412,0.891,0.544
ID13877,13877,0,1.710,0.000,90.196,0,36,36,4,1,-10921639,25.671,3,0,194,10602,48.199,2.434,0.898,0.504
ID14250,14250,0,1.428,0.000,90.575,0,37,37,4,1,-10921639,22.610,3,0,166,9338,38.497,2.471,0.874,0.548
ID14978,14978,0,1.494,0.000,90.575,0,38,38,4,1,-10921639,23.448,3,0,227,9684,42.228,2.488,0.867,0.516
ID14608,14608,0,1.313,0.000,90.575,0,39,39,4,1,-10921639,20.196,2,0,188,8341,38.207,2.491,0.863,0.490
ID15355,15355,0,1.421,0.000,91.333,0,40,40,4,1,-10921639,23.867,6,0,121,9857,32.840,2.567,0.898,0.688
ID15717,15717,0,1.304,0.000,92.470,0,41,41,4,1,-10921639,23.513,10,0,98,9711,27.046,4.125,0.837,0.792
ID16080,16080,0,1.422,0.000,91.712,0,42,42,4,1,-10921639,27.593,15,0,139,11396,33.648,4.366,0.847,0.752
ID16443,16443,0,1.999,0.000,92.091,0,43,43,4,1,-10921639,31.889,9,0,186,13170,48.490,2.514,0.888,0.618
ID16808,16808,0,1.573,0.000,92.849,0,44,44,4,1,-10921639,23.811,3,0,255,9834,50.427,2.383,0.861,0.437
ID17170,17170,0,1.779,0.000,92.849,0,45,45,4,1,-10921639,27.046,3,0,221,11170,49.263,2.503,0.900,0.520
ID17555,17555,0,1.959,0.000,92.470,0,46,46,4,1,-10921639,30.283,6,0,184,12507,47.612,2.573,0.898,0.602
ID17920,17920,0,1.177,0.000,93.228,0,47,47,4,1,-10921639,21.036,7,0,115,8688,25.529,4.091,0.829,0.747
ID18289,18289,0,1.220,0.000,93.986,0,48,48,4,1,-10921639,19.777,6,0,151,8168,32.939,2.469,0.827,0.543
ID18667,18667,0,1.577,0.000,94.365,0,49,49,4,1,-10921639,25.249,6,0,217,10428,41.643,2.377,0.852,0.558
ID19034,19034,0,1.790,0.000,94.365,0,50,50,4,1,-10921639,27.528,4,0,208,11369,48.986,2.463,0.869,0.523
ID19412,19412,0,1.629,0.000,95.123,0,51,51,4,1,-10921639,25.370,5,0,158,10478,40.261,2.525,0.891,0.594
ID20147,20147,0,1.386,0.000,94.744,0,52,52,4,1,-10921639,21.768,4,0,174,8990,37.269,2.441,0.868,0.543
ID19795,19795,0,1.982,0.000,95.502,0,53,53,4,1,-10921639,29.944,4,0,218,12367,52.539,2.492,0.898,0.539
ID20507,20507,0,1.649,0.000,95.881,0,54,54,4,1,-10921639,27.215,9,0,149,11240,37.053,2.564,0.881,0.688
ID20885,20885,0,1.444,0.000,97.397,0,55,55,4,1,-10921639,24.511,11,0,143,10123,33.233,2.501,0.867,0.685
ID21258,21258,0,1.206,0.000,97.018,0,56,56,4,1,-10921639,20.843,8,0,115,8608,27.479,3.940,0.868,0.705
ID21649,21649,0,1.491,0.000,97.018,0,57,57,4,1,-10921639,23.172,4,0,188,9570,39.994,2.458,0.878,0.542
ID22006,22006,0,1.482,0.000,97.397,0,58,58,4,1,-10921639,23.937,5,0,147,9886,39.223,2.485,0.879,0.571
ID22380,22380,0,1.394,0.000,98.534,0,59,59,4,1,-10921639,23.126,6,0,188,9551,39.135,2.427,0.836,0.538
ID22749,22749,0,1.525,0.000,98.913,0,60,60,4,1,-10921639,24.581,6,0,178,10152,39.620,2.470,0.865,0.575
ID23126,23126,0,1.497,0.000,98.913,0,61,61,4,1,-10921639,24.295,5,0,158,10034,36.998,2.452,0.880,0.615
ID23516,23516,0,1.059,0.000,98.155,0,62,62,4,1,-10921639,16.971,3,0,119,7009,29.623,2.508,0.836,0.522
ID23894,23894,0,1.461,0.000,99.671,0,63,63,4,1,-10921639,22.840,3,0,192,9433,39.267,2.442,0.872,0.542
ID24280,24280,0,1.719,0.000,100.050,0,64,64,4,1,-10921639,26.961,4,0,194,11135,46.078,2.468,0.877,0.547
ID24652,24652,0,1.586,0.000,100.429,0,65,65,4,1,-10921639,25.400,4,0,172,10490,39.284,2.545,0.870,0.602
ID25032,25032,0,1.913,0.000,100.429,0,66,66,4,1,-10921639,29.961,6,0,206,12374,45.871,2.465,0.910,0.622
ID25401,25401,0,1.785,0.000,100.808,0,67,67,4,1,-10921639,28.884,9,0,170,11929,41.307,2.564,0.881,0.655
ID25760,25760,0,1.674,0.000,100.429,0,68,68,4,1,-10921639,25.479,4,0,183,10523,43.428,2.465,0.899,0.556
ID26136,26136,0,0.982,0.000,98.534,0,69,69,4,1,-10921639,16.211,3,0,171,6695,30.177,2.470,0.829,0.487
ID26516,26516,0,1.452,0.000,98.913,0,70,70,4,1,-10921639,23.840,5,0,137,9846,35.145,2.525,0.879,0.634
ID26899,26899,0,0.873,0.000,100.050,0,71,71,4,1,-10921639,15.450,4,0,97,6381,23.418,2.493,0.815,0.593
ID27639,27639,0,1.203,0.000,101.187,0,73,73,4,1,-10921639,18.847,3,0,226,7784,39.195,2.339,0.838,0.439
ID28013,28013,0,1.508,0.000,102.324,0,74,74,4,1,-10921639,23.579,4,0,190,9738,38.950,2.486,0.876,0.565
ID28370,28370,0,1.125,0.000,102.324,0,75,75,4,1,-10921639,18.012,4,0,143,7439,30.743,2.461,0.842,0.536
ID28736,28736,0,1.463,0.000,103.082,0,76,76,4,1,-10921639,22.668,3,0,149,9362,38.623,2.470,0.869,0.546
ID29116,29116,0,1.290,0.000,103.461,0,77,77,4,1,-10921639,22.092,7,0,157,9124,32.217,2.476,0.845,0.628
ID29471,29471,0,1.253,0.000,103.461,0,78,78,4,1,-10921639,22.530,10,0,109,9305,26.077,4.126,0.868,0.803
ID30199,30199,0,1.535,0.000,104.218,0,79,79,4,1,-10921639,24.327,7,0,183,10047,37.503,2.455,0.887,0.610
ID30557,30557,0,1.390,0.000,103.839,0,80,80,4,1,-10921639,21.952,2,0,200,9066,41.368,2.439,0.855,0.489
ID30923,30923,0,1.166,0.000,104.597,0,82,82,4,1,-10921639,18.969,6,0,142,7834,31.429,2.479,0.820,0.544
ID32048,32048,0,1.756,0.000,104.597,0,83,83,4,1,-10921639,27.823,6,0,180,11491,45.340,2.485,0.892,0.579
ID31673,31673,0,1.236,0.000,105.734,0,84,84,4,1,-10921639,19.666,3,0,242,8122,39.170,2.369,0.857,0.463
ID1670,1670,1,5.175,150.935,179.783,0,0,0,4,1,-10921639,133.627,127,2,255,55188,82.656,5.334,0.866,1.500
ID1301,1301,1,5.062,150.704,179.998,0,1,1,4,1,-10921639,139.707,126,3,255,57699,81.781,4.915,0.777,1.493
ID933,933,1,5.126,150.795,179.948,0,2,2,4,1,-10921639,140.877,138,4,255,58182,83.547,5.269,0.802,1.501
ID2019,2019,1,4.740,150.377,179.611,0,3,3,4,1,-10921639,127.276,113,3,255,52565,83.139,5.218,0.758,1.320
ID2381,2381,1,5.029,150.186,179.905,0,4,4,4,1,-10921639,130.218,118,2,255,53780,83.832,5.233,0.821,1.401
ID3443,3443,1,4.838,150.295,179.769,0,5,5,4,1,-10921639,123.351,104,5,255,50944,84.313,5.359,0.855,1.348
ID3093,3093,1,4.921,150.391,180.251,0,6,6,4,1,-10921639,123.102,103,1,255,50841,83.584,5.312,0.888,1.385
ID2736,2736,1,4.870,150.903,180.500,0,7,7,4,1,-10921639,122.370,105,3,255,50539,83.561,5.207,0.839,1.336
ID3793,3793,1,5.056,150.994,180.874,0,8,8,4,1,-10921639,125.697,116,1,255,51913,86.009,5.251,0.885,1.372
ID4168,4168,1,4.895,151.423,180.877,0,9,9,4,1,-10921639,127.034,122,4,255,52465,82.121,5.461,0.849,1.420
ID4538,4538,1,4.827,151.438,181.147,0,10,10,4,1,-10921639,123.416,107,4,255,50971,84.419,5.217,0.803,1.302
ID4909,4909,1,4.896,151.356,181.257,0,11,11,4,1,-10921639,123.293,102,3,255,50920,85.692,5.240,0.865,1.335
ID5265,5265,1,4.829,151.400,181.054,0,12,12,4,1,-10921639,120.906,101,4,255,49934,86.293,4.938,0.800,1.245
ID5628,5628,1,5.018,151.410,180.720,0,13,13,4,1,-10921639,124.312,106,1,255,51341,86.531,5.257,0.879,1.344
ID5992,5992,1,5.303,151.563,180.185,0,14,14,4,1,-10921639,136.860,132,4,255,56523,84.951,5.409,0.908,1.533
ID6359,6359,1,5.384,151.970,179.531,0,15,15,4,1,-10921639,139.925,146,6,255,57789,83.538,5.447,0.897,1.584
ID6724,6724,1,5.003,152.906,179.090,0,16,16,4,1,-10921639,123.136,97,2,255,50855,87.002,4.972,0.871,1.318
ID7097,7097,1,5.033,152.837,179.288,0,17,17,4,1,-10921639,129.235,115,2,255,53374,82.971,5.334,0.892,1.469
ID7468,7468,1,5.082,152.792,179.682,0,18,18,4,1,-10921639,125.864,114,3,255,51982,85.261,5.360,0.895,1.394
ID8193,8193,1,4.956,152.561,179.956,0,19,19,4,1,-10921639,124.269,109,2,255,51323,82.254,5.269,0.895,1.427
ID7827,7827,1,4.972,152.209,180.067,0,20,20,4,1,-10921639,125.155,111,3,255,51689,81.150,5.230,0.893,1.455
ID8559,8559,1,5.090,152.217,180.279,0,21,21,4,1,-10921639,124.898,116,2,255,51583,85.322,5.236,0.900,1.386
ID8911,8911,1,4.924,152.014,180.328,0,22,22,4,1,-10921639,120.361,100,1,255,49709,83.589,5.063,0.885,1.352
ID9271,9271,1,5.017,151.937,180.155,0,23,23,4,1,-10921639,124.363,108,3,255,51362,84.470,5.290,0.909,1.402
ID9641,9641,1,4.851,152.231,180.048,0,24,24,4,1,-10921639,119.782,118,3,255,49470,81.226,5.217,0.905,1.401
ID10024,10024,1,5.123,152.282,180.415,0,25,25,4,1,-10921639,124.567,106,1,255,51446,88.275,5.078,0.897,1.335
ID10388,10388,1,4.950,152.529,179.949,0,26,26,4,1,-10921639,121.099,113,1,255,50014,85.278,5.247,0.905,1.349
ID10753,10753,1,5.099,152.762,180.208,0,27,27,4,1,-10921639,126.598,114,1,255,52285,86.331,5.107,0.886,1.378
ID11132,11132,1,5.161,152.718,179.851,0,28,28,4,1,-10921639,127.780,118,2,255,52773,86.680,5.226,0.885,1.384
ID11503,11503,1,5.049,152.585,179.586,0,29,29,4,1,-10921639,121.772,104,2,255,50292,86.605,5.243,0.905,1.336
ID11871,11871,1,4.749,152.606,179.209,0,30,30,4,1,-10921639,112.949,91,3,255,46648,84.811,5.203,0.880,1.247
ID12234,12234,1,5.177,152.315,179.012,0,31,31,4,1,-10921639,129.320,116,3,255,53409,85.002,5.353,0.907,1.447
ID12596,12596,1,5.008,152.411,179.301,0,32,32,4,1,-10921639,121.787,106,2,255,50298,85.192,5.325,0.896,1.351
ID12960,12960,1,5.009,152.298,179.239,0,33,33,4,1,-10921639,126.683,119,4,255,52320,81.389,5.331,0.898,1.473
ID13324,13324,1,4.921,152.302,179.376,0,34,34,4,1,-10921639,119.312,99,1,255,49276,86.247,5.162,0.906,1.315
ID13681,13681,1,4.988,152.248,179.588,0,35,35,4,1,-10921639,122.571,113,2,255,50622,85.523,5.232,0.905,1.361
ID14048,14048,1,4.896,152.508,179.694,0,36,36,4,1,-10921639,122.356,110,2,255,50533,81.005,5.217,0.900,1.431
ID14407,14407,1,5.035,152.324,179.664,0,37,37,4,1,-10921639,123.627,105,2,255,51058,84.568,5.085,0.889,1.376
ID15140,15140,1,5.079,152.311,179.354,0,38,38,4,1,-10921639,121.615,92,3,255,50227,86.118,5.033,0.911,1.346
ID14776,14776,1,4.973,152.148,179.276,0,39,39,4,1,-10921639,119.453,95,1,255,49334,87.498,5.202,0.908,1.300
ID15513,15513,1,5.140,152.382,179.137,0,40,40,4,1,-10921639,127.806,114,3,255,52784,85.111,5.215,0.893,1.417
ID15878,15878,1,4.962,152.576,179.395,0,41,41,4,1,-10921639,121.956,105,2,255,50368,85.407,5.334,0.901,1.353
ID16232,16232,1,4.940,152.441,179.228,0,42,42,4,1,-10921639,124.901,114,2,255,51584,81.826,5.208,0.895,1.442
ID16598,16598,1,5.071,152.986,179.289,0,43,43,4,1,-10921639,127.409,112,3,255,52620,84.019,5.331,0.900,1.436
ID16959,16959,1,4.989,152.732,179.437,0,44,44,4,1,-10921639,124.475,107,3,255,51408,83.948,5.297,0.884,1.391
ID17336,17336,1,5.027,152.834,179.383,0,45,45,4,1,-10921639,123.475,105,2,255,50995,84.713,5.144,0.899,1.380
ID17715,17715,1,5.271,152.483,179.325,0,46,46,4,1,-10921639,133.441,134,1,255,55111,85.221,5.317,0.901,1.484
ID18077,18077,1,5.135,152.354,179.270,0,47,47,4,1,-10921639,129.274,118,2,255,53390,83.072,5.305,0.904,1.478
ID18451,18451,1,5.046,152.316,179.447,0,48,48,4,1,-10921639,122.571,107,3,255,50622,87.831,5.135,0.897,1.319
ID18822,18822,1,4.984,152.318,179.176,0,49,49,4,1,-10921639,127.400,128,2,255,52616,79.257,5.376,0.904,1.526
ID19195,19195,1,4.946,152.602,179.252,0,50,50,4,1,-10921639,122.199,109,2,255,50468,84.310,5.296,0.908,1.379
ID19565,19565,1,5.206,152.718,179.360,0,51,51,4,1,-10921639,127.259,113,2,255,52558,87.272,5.262,0.921,1.398
ID20294,20294,1,5.070,152.596,179.400,0,52,52,4,1,-10921639,125.562,112,1,255,51857,86.290,5.283,0.899,1.378
ID19945,19945,1,5.109,152.821,179.163,0,53,53,4,1,-10921639,124.378,116,2,255,51368,88.138,5.239,0.901,1.337
ID20661,20661,1,5.152,152.627,179.253,0,54,54,4,1,-10921639,125.242,106,3,255,51725,85.834,5.289,0.907,1.388
ID21041,21041,1,5.163,152.680,179.556,0,55,55,4,1,-10921639,129.712,122,5,255,53571,84.195,5.306,0.899,1.459
ID21418,21418,1,4.877,152.610,179.354,0,56,56,4,1,-10921639,120.143,109,3,255,49619,83.432,5.226,0.897,1.362
ID21793,21793,1,5.068,152.590,179.377,0,57,57,4,1,-10921639,127.644,119,3,255,52717,83.214,5.380,0.910,1.462
ID22159,22159,1,5.202,152.797,179.495,0,58,58,4,1,-10921639,128.499,124,1,255,53070,86.233,5.330,0.900,1.411
ID22525,22525,1,5.190,153.237,179.192,0,59,59,4,1,-10921639,131.726,122,4,255,54403,84.558,5.260,0.889,1.466
ID22895,22895,1,5.248,153.040,179.192,0,60,60,4,1,-10921639,130.254,120,1,255,53795,88.102,5.287,0.904,1.404
ID23284,23284,1,5.220,153.388,179.181,0,61,61,4,1,-10921639,126.513,109,2,255,52250,87.847,5.201,0.917,1.377
ID23661,23661,1,5.125,153.420,179.541,0,62,62,4,1,-10921639,123.446,112,1,255,50983,88.743,5.332,0.910,1.326
ID24036,24036,1,5.189,153.401,179.403,0,63,63,4,1,-10921639,130.167,114,4,255,53759,84.414,5.239,0.910,1.470
ID24430,24430,1,4.855,153.414,179.743,0,64,64,4,1,-10921639,121.680,106,2,255,50254,83.819,5.348,0.879,1.358
ID24800,24800,1,5.064,153.462,179.561,0,65,65,4,1,-10921639,127.203,118,4,255,52535,85.401,5.317,0.871,1.387
ID25177,25177,1,5.124,153.738,179.836,0,66,66,4,1,-10921639,127.303,116,2,255,52576,89.378,5.208,0.876,1.330
ID25537,25537,1,5.118,153.981,179.584,0,67,67,4,1,-10921639,130.552,119,3,255,53918,86.146,5.249,0.880,1.419
ID25900,25900,1,4.923,153.793,179.675,0,68,68,4,1,-10921639,127.070,118,2,255,52480,80.935,5.252,0.878,1.468
ID26284,26284,1,5.214,153.768,179.852,0,69,69,4,1,-10921639,127.070,110,3,255,52480,90.233,5.153,0.895,1.330
ID26664,26664,1,4.726,153.643,179.818,0,70,70,4,1,-10921639,117.354,96,1,255,48467,84.651,4.904,0.833,1.260
ID27048,27048,1,4.648,153.271,179.309,0,71,71,4,1,-10921639,122.881,109,2,255,50750,82.998,5.193,0.760,1.279
ID27420,27420,1,4.758,153.975,179.597,0,72,72,4,1,-10921639,131.092,115,3,255,54141,82.823,5.174,0.715,1.320
ID27786,27786,1,4.897,154.250,179.575,0,73,73,4,1,-10921639,126.949,113,3,255,52430,84.313,5.272,0.811,1.348
ID28150,28150,1,4.815,154.059,179.709,0,74,74,4,1,-10921639,119.770,108,2,255,49465,86.208,5.212,0.813,1.246
ID28507,28507,1,4.722,154.156,180.077,0,75,75,4,1,-10921639,121.186,110,2,255,50050,84.662,5.231,0.823,1.292
ID28872,28872,1,4.901,153.818,179.976,0,76,76,4,1,-10921639,120.964,103,1,255,49958,83.650,5.271,0.898,1.368
ID29247,29247,1,4.867,153.705,180.046,0,77,77,4,1,-10921639,125.801,117,1,255,51956,85.446,5.229,0.790,1.300
ID29607,29607,1,4.743,153.569,180.276,0,78,78,4,1,-10921639,130.947,125,1,255,54081,83.550,4.885,0.693,1.283
ID30325,30325,1,4.573,154.256,179.725,0,79,79,4,1,-10921639,121.818,95,2,255,50311,82.846,4.885,0.712,1.224
ID30698,30698,1,4.858,153.874,179.369,0,80,80,4,1,-10921639,126.651,121,1,255,52307,81.075,5.285,0.809,1.397
ID29969,29969,1,4.852,154.216,179.899,0,81,81,4,1,-10921639,124.438,109,2,255,51393,84.329,5.114,0.822,1.332
ID31063,31063,1,5.071,154.248,180.566,0,82,82,4,1,-10921639,127.683,113,2,255,52733,86.096,5.262,0.883,1.391
ID32179,32179,1,5.135,154.406,180.940,0,83,83,4,1,-10921639,127.041,115,2,255,52468,85.889,5.309,0.914,1.413
ID31808,31808,1,4.898,154.360,181.082,0,84,84,4,1,-10921639,118.107,99,1,255,48778,87.172,4.968,0.896,1.281
ID31441,31441,1,4.893,154.180,181.097,0,85,85,4,1,-10921639,124.884,108,1,255,51577,86.783,5.117,0.775,1.256
ID32563,32563,1,4.931,154.183,180.789,0,86,86,4,1,-10921639,124.269,105,2,255,51323,84.182,4.986,0.860,1.365
ID32918,32918,1,5.176,153.280,179.452,0,87,87,4,1,-10921639,131.363,129,2,255,54253,86.518,5.338,0.889,1.429
ID33280,33280,1,5.079,153.645,180.245,0,88,88,4,1,-10921639,125.659,117,2,255,51897,84.504,5.256,0.897,1.407
ID33649,33649,1,5.219,154.406,180.640,0,89,89,4,1,-10921639,129.172,125,2,255,53348,87.267,5.253,0.894,1.397
ID34030,34030,1,4.987,154.225,181.063,0,90,90,4,1,-10921639,126.404,117,3,255,52205,82.007,5.335,0.895,1.456
ID34401,34401,1,4.803,154.364,181.114,0,91,91,4,1,-10921639,118.487,104,1,255,48935,84.617,5.014,0.884,1.314
ID34776,34776,1,5.146,154.301,181.162,0,92,92,4,1,-10921639,129.010,120,2,255,53281,86.340,5.281,0.901,1.417
ID35870,35870,1,4.988,153.951,181.231,0,93,93,4,1,-10921639,126.254,112,1,255,52143,83.225,5.256,0.891,1.430
ID35133,35133,1,4.989,152.353,180.970,0,94,94,4,1,-10921639,124.554,107,2,255,51441,84.381,5.065,0.883,1.385
ID35500,35500,1,5.049,152.859,180.603,0,95,95,4,1,-10921639,126.373,118,2,255,52192,88.392,5.205,0.890,1.346
ID36233,36233,1,5.168,153.693,180.596,0,96,96,4,1,-10921639,130.031,122,2,255,53703,84.492,5.337,0.901,1.459
ID36955,36955,1,5.146,154.476,181.518,0,97,97,4,1,-10921639,130.153,119,2,255,53753,84.439,5.288,0.910,1.468
ID37325,37325,1,4.890,155.058,181.788,0,98,98,4,1,-10921639,123.460,115,2,255,50989,83.460,5.260,0.875,1.380
ID36597,36597,1,4.975,155.142,181.881,0,99,99,4,1,-10921639,126.235,122,2,255,52135,78.864,5.381,0.891,1.508
ID37687,37687,1,4.913,154.594,182.126,0,100,100,4,1,-10921639,121.722,102,2,255,50271,83.836,4.913,0.886,1.364
ID38053,38053,1,5.007,154.170,182.582,0,101,101,4,1,-10921639,124.782,119,2,255,51535,82.167,5.258,0.912,1.449
ID38414,38414,1,5.299,153.191,182.391,0,102,102,4,1,-10921639,133.496,119,2,255,55134,83.449,5.175,0.907,1.522
ID39141,39141,1,4.968,152.584,182.643,0,103,103,4,1,-10921639,122.281,103,6,255,50502,85.756,5.329,0.887,1.341
ID38776,38776,1,5.146,154.377,181.307,0,104,104,4,1,-10921639,128.814,125,2,255,53200,85.157,5.320,0.911,1.442
ID39503,39503,1,4.981,154.358,181.318,0,105,105,4,1,-10921639,125.392,113,2,255,51787,81.897,5.268,0.902,1.452
ID39871,39871,1,5.198,154.325,181.344,0,106,106,4,1,-10921639,128.712,118,2,255,53158,86.065,5.255,0.903,1.420
ID40576,40576,1,4.919,154.138,181.528,0,107,107,4,1,-10921639,124.557,120,3,255,51442,81.591,5.355,0.899,1.446
ID40233,40233,1,5.217,153.989,181.626,0,108,108,4,1,-10921639,128.932,123,2,255,53249,85.554,5.274,0.914,1.439
ID40939,40939,1,5.028,153.457,182.031,0,109,109,4,1,-10921639,124.058,99,3,255,51236,84.967,5.292,0.899,1.382
ID41312,41312,1,4.983,153.332,182.123,0,110,110,4,1,-10921639,124.155,112,2,255,51276,84.056,5.311,0.891,1.392
ID41671,41671,1,5.225,153.496,181.850,0,111,111,4,1,-10921639,133.007,135,2,255,54932,85.631,5.414,0.914,1.483
ID42029,42029,1,5.264,153.367,181.938,0,112,112,4,1,-10921639,129.201,114,3,255,53360,88.524,5.301,0.924,1.402
ID42392,42392,1,5.215,153.175,181.869,0,113,113,4,1,-10921639,128.383,116,2,255,53022,87.147,5.248,0.903,1.398
ID42743,42743,1,5.096,153.212,181.590,0,114,114,4,1,-10921639,132.259,130,2,255,54623,82.421,5.282,0.892,1.513
ID43109,43109,1,5.157,153.308,181.595,0,115,115,4,1,-10921639,128.516,124,2,255,53077,86.576,5.374,0.911,1.415
ID43472,43472,1,5.137,152.888,181.819,0,116,116,4,1,-10921639,127.644,124,1,255,52717,86.462,5.229,0.892,1.392
ID43836,43836,1,5.112,152.987,182.092,0,117,117,4,1,-10921639,127.588,119,3,255,52694,84.220,5.356,0.914,1.447
ID44196,44196,1,5.125,152.836,181.858,0,118,118,4,1,-10921639,130.320,119,2,255,53822,84.448,5.249,0.893,1.456
ID44564,44564,1,5.144,152.828,182.122,0,119,119,4,1,-10921639,124.637,111,1,255,51475,88.871,5.099,0.908,1.335
ID1354,1354,2,1.497,8.458,6.147,0,0,0,4,1,-10921639,27.274,8,1,203,11264,43.229,2.433,0.744,0.538
ID982,982,2,0.963,9.680,4.729,0,1,1,4,1,-10921639,20.068,9,1,138,8288,27.366,2.410,0.732,0.620
ID622,622,2,1.324,11.004,3.838,0,2,2,4,1,-10921639,27.186,6,1,213,11228,45.850,2.416,0.787,0.522
ID1721,1721,2,1.954,12.904,5.938,0,3,3,4,1,-10921639,33.322,7,1,242,13762,58.470,2.444,0.834,0.518
ID2072,2072,2,1.853,12.617,5.615,0,4,4,4,1,-10921639,33.090,7,1,225,13666,52.709,2.430,0.812,0.563
ID3138,3138,2,1.752,13.039,4.824,0,5,5,4,1,-10921639,29.288,4,1,248,12096,56.531,2.402,0.788,0.457
ID2782,2782,2,1.449,14.072,4.025,0,6,6,4,1,-10921639,29.002,8,1,182,11978,42.413,2.495,0.793,0.605
ID2424,2424,2,1.887,15.156,3.870,0,7,7,4,1,-10921639,35.535,6,1,241,14676,61.726,2.444,0.841,0.526
