id,x,y,fluorescence,frame
4,184.47457627118646,34.59322033898305,,2
5,235.0,47.15,,2
8,233.9354838709678,57.569892473118294,,2
2,28.404761904761912,9.440476190476188,,2
3,99.45853658536585,35.102439024390236,,2
6,63.15384615384616,48.32692307692309,,2
10,46.476190476190474,74.28571428571428,,2
7,495.1190476190475,56.595238095238095,,2
9,337.7185185185185,63.370370370370374,,2
11,421.73777777777775,107.3244444444444,,2
12,102.6581196581197,122.7008547008547,,2
13,483.6698113207547,147.50943396226418,,2
14,352.2013422818792,166.5906040268456,,2
15,249.06976744186048,173.77906976744188,,2
16,242.7628865979382,173.5670103092783,,2
17,138.6,182.29999999999998,,2
18,145.67647058823528,191.8823529411765,,2
19,303.77272727272725,197.6590909090909,,2
20,4.16949152542373,201.6101694915254,,2
21,434.9875,208.9375,,2
23,418.1489361702127,229.40425531914897,,2
22,259.3862433862434,232.87301587301587,,2
24,48.14473684210526,229.68421052631578,,2
25,31.54455445544555,247.2574257425743,,2
26,390.90769230769223,334.0820512820512,,2
27,373.65979381443293,394.0103092783504,,2
31,398.12857142857143,413.91428571428577,,2
32,429.5107526881721,416.0241935483871,,2
28,175.87499999999997,395.75,,2
29,202.78571428571428,411.90476190476204,,2
30,45.0,416.44512195121945,,2
34,107.46710526315789,421.65131578947364,,2
35,82.65346534653465,443.2079207920792,,2
33,322.0500000000001,412.42857142857144,,2
36,397.54390243902435,476.1317073170733,,2
1,247.94074074074078,12.4037037037037,,3
4,188.5531914893617,36.829787234042556,,3
5,251.58381411672627,48.41273465806516,,3
8,230.53535353535352,57.65656565656567,,3
2,33.912499999999994,15.6375,,3
3,99.39004149377595,34.72199170124481,,3
6,61.0625,51.5,,3
10,45.0,74.3673469387755,,3
7,494.4342105263158,55.86842105263159,,3
9,338.9339622641509,62.311320754716995,,3
11,425.0837004405287,107.25550660792949,,3
12,104.34482758620689,129.0919540229885,,3
13,483.5294117647059,148.10084033613447,,3
14,349.3626373626374,167.5604395604396,,3
15,250.4285714285714,169.70476190476185,,3
16,218.5,168.6363636363636,,3
19,304.02083333333326,198.37499999999997,,3
17,145.87878787878788,191.15151515151518,,3
18,144.9641147165018,190.90516252848872,,3
20,2.5,204.19230769230768,,3
21,435.96874999999994,202.51562499999997,,3
23,390.49999999999994,240.0,,3
22,258.819095477387,234.3869346733668,,3
24,46.98571428571428,230.84285714285716,,3
25,36.16326530612245,247.6632653061225,,3
26,389.34615384615387,330.75824175824164,,3
27,382.9367088607595,401.0759493670885,,3
31,390.04285714285714,419.1142857142857,,3
32,429.4588859416446,416.7188328912467,,3
28,183.69473684210533,389.1157894736843,,3
29,205.43749999999997,414.4791666666667,,3
30,42.03875968992248,415.3100775193798,,3
34,113.02,420.49999999999994,,3
35,81.5187969924812,442.48872180451133,,3
33,318.412213740458,419.80152671755724,,3
36,397.7544378698225,472.8372781065089,,3
1,248.1590909090909,12.602272727272728,,4
4,187.6,38.65,,4
5,231.49999999999997,43.333333333333336,,4
8,229.59375,56.5625,,4
2,33.56043956043957,14.505494505494507,,4
3,99.8288288288288,35.81081081081082,,4
6,62.8,52.0,,4
10,42.91489361702128,78.02127659574468,,4
7,489.42268041237105,59.57731958762887,,4
9,337.47682119205297,62.96026490066224,,4
11,429.3658536585366,107.16097560975608,,4
12,102.1758241758242,124.4615384615385,,4
13,483.2288135593221,149.5932203389831,,4
14,350.0833333333333,171.5916666666667,,4
15,267.6006149384114,174.15978088674697,,4
16,243.24210526315787,167.2526315789474,,4
19,303.57142857142856,198.34693877551018,,4
17,145.85,190.3,,4
18,143.8958033810664,189.4396820907227,,4
20,1.2857142857142858,205.57142857142856,,4
21,443.0327868852459,197.04918032786892,,4
22,260.79487179487177,234.52820512820512,,4
23,401.24444444444447,232.95555555555558,,4
24,49.96923076923077,232.58461538461538,,4
25,35.52941176470588,247.34117647058818,,4
26,389.8342245989304,331.20320855614966,,4
27,386.68131868131866,406.153846153846,,4
31,390.25490196078437,423.8627450980393,,4
32,430.3032786885246,416.4043715846995,,4
36,397.1279069767442,473.88372093023264,,4
28,187.8,387.75999999999993,,4
29,197.4705882352941,412.3529411764707,,4
30,44.56730769230768,418.8173076923077,,4
34,117.61702127659579,420.78723404255317,,4
35,82.73684210526316,443.84210526315786,,4
33,319.992700729927,429.47445255474463,,4
1,248.98728813559322,12.580508474576268,,5
4,194.02702702702697,37.83783783783784,,5
5,263.1437852840395,46.44528044788771,,5
8,234.25510204081627,52.06122448979592,,5
2,34.352112676056336,12.676056338028172,,5
3,99.25877192982456,35.28508771929825,,5
6,64.625,52.250000000000014,,5
10,41.655737704918025,80.72131147540982,,5
7,490.37777777777774,56.20000000000001,,5
9,337.05555555555554,69.16666666666667,,5
11,426.9609756097561,110.74146341463411,,5
12,100.7402597402598,125.92207792207789,,5
13,482.8984375,147.515625,,5
14,355.5064935064935,171.81168831168827,,5
15,251.25,155.5,,5
16,243.4431818181818,163.09090909090907,,5
