track_id,x,y,frame
16,379,-3,33
6,177,499,33
7,350,356,33
9,346,353,33
17,517,208,33
10,295,179,33
12,74,521,33
15,369,-1,33
18,5,6,34
0,153,185,34
14,232,41,34
5,302,180,34
11,306,270,34
19,518,166,34
13,95,519,34
16,379,-3,34
6,169,500,34
7,359,358,34
9,355,354,34
17,516,217,34
10,290,182,34
12,74,521,34
15,369,-1,34
18,5,6,35
0,149,185,35
14,232,41,35
5,294,184,35
11,306,270,35
19,518,166,35
13,95,519,35
16,379,-3,35
6,159,506,35
7,369,360,35
20,512,211,35
9,366,357,35
17,516,227,35
10,286,185,35
12,74,521,35
15,369,-1,35
21,13,93,35
18,5,6,36
0,149,185,36
14,232,41,36
5,286,190,36
11,306,270,36
19,518,166,36
13,95,519,36
16,379,-3,36
6,152,509,36
7,379,363,36
20,512,225,36
9,377,361,36
17,514,238,36
10,282,189,36
12,74,521,36
15,369,-1,36
21,7,104,36
18,5,6,37
0,149,185,37
14,232,41,37
5,279,191,37
11,306,270,37
19,518,166,37
13,95,519,37
16,379,-3,37
6,147,512,37
7,390,365,37
22,4,452,37
20,512,225,37
9,389,364,37
17,514,238,37
10,276,190,37
12,74,521,37
15,369,-1,37
21,3,109,37
18,5,6,38
0,149,185,38
14,232,41,38
5,267,194,38
19,518,166,38
16,394,3,38
6,142,517,38
7,401,368,38
22,4,452,38
20,512,225,38
9,401,367,38
17,514,238,38
10,267,193,38
15,369,-1,38
21,-1,117,38
23,404,358,38
18,5,6,39
0,149,185,39
14,232,41,39
5,259,198,39
19,518,166,39
16,398,16,39
6,139,519,39
7,413,369,39
22,4,452,39
20,512,225,39
9,413,369,39
17,514,238,39
10,259,197,39
15,375,0,39
21,-1,117,39
23,416,362,39
18,5,6,40
0,149,185,40
14,232,41,40
5,254,201,40
24,453,242,40
19,518,166,40
16,398,16,40
6,139,519,40
7,425,369,40
22,4,452,40
20,512,225,40
9,425,369,40
17,514,238,40
10,254,201,40
15,375,0,40
21,-1,117,40
23,428,364,40
18,5,6,41
0,149,185,41
14,232,41,41
5,250,203,41
24,462,219,41
19,518,166,41
16,398,16,41
6,139,519,41
7,436,368,41
22,4,452,41
20,512,225,41
9,437,368,41
17,514,238,41
10,251,203,41
15,375,0,41
21,-1,117,41
23,439,366,41
18,5,6,42
0,149,185,42
5,250,203,42
24,469,193,42
19,518,166,42
16,398,16,42
6,139,519,42
7,448,367,42
22,4,452,42
20,512,225,42
9,448,367,42
17,514,238,42
10,250,204,42
15,375,0,42
21,-1,117,42
23,449,366,42
0,149,185,43
5,250,203,43
24,474,171,43
25,477,198,43
19,515,158,43
16,398,16,43
6,139,519,43
7,460,368,43
22,4,452,43
20,512,225,43
9,460,368,43
17,514,238,43
10,252,203,43
15,375,0,43
21,-1,117,43
23,461,368,43
26,481,477,43
5,251,204,44
24,482,148,44
25,477,198,44
19,512,153,44
16,398,16,44
6,139,519,44
7,470,370,44
22,4,452,44
20,512,225,44
9,470,370,44
17,514,238,44
10,252,204,44
15,375,0,44
21,-1,117,44
23,471,370,44
26,487,476,44
27,197,179,44
28,48,387,45
5,250,205,45
24,491,126,45
25,482,186,45
19,510,150,45
16,398,16,45
6,139,519,45
7,480,367,45
22,4,452,45
9,480,367,45
10,251,205,45
15,375,0,45
21,-1,117,45
23,480,368,45
26,495,474,45
27,196,155,45
28,48,387,46
5,250,205,46
24,490,104,46
25,495,171,46
19,502,152,46
16,398,16,46
6,139,519,46
7,491,361,46
22,4,452,46
9,491,362,46
10,251,205,46
15,375,0,46
21,-1,117,46
23,492,363,46
26,502,469,46
27,196,129,46
28,48,387,47
5,250,205,47
24,497,83,47
25,500,165,47
19,498,158,47
16,398,16,47
6,139,519,47
7,501,352,47
22,16,452,47
9,501,351,47
10,251,205,47
15,375,0,47
23,501,354,47
26,509,462,47
27,199,106,47
29,37,107,47
30,352,229,47
28,48,387,48
5,250,205,48
24,504,62,48
25,501,164,48
19,493,165,48
7,501,346,48
22,25,464,48
9,499,345,48
10,251,205,48
23,503,348,48
26,516,455,48
27,203,84,48
29,31,104,48
30,352,229,48
31,353,185,48
28,48,387,49
5,250,205,49
24,504,62,49
25,498,165,49
19,486,175,49
7,507,336,49
22,25,464,49
9,507,336,49
10,251,205,49
23,509,338,49
26,521,447,49
27,206,63,49
29,25,100,49
30,352,229,49
32,146,237,49
31,356,189,49
28,48,387,50
5,250,205,50
24,504,62,50
25,498,165,50
19,486,175,50
7,507,336,50
22,25,464,50
9,507,336,50
10,251,205,50
23,509,338,50
26,521,447,50
27,206,63,50
29,25,100,50
30,352,229,50
32,146,237,50
31,356,189,50
28,48,387,51
5,250,205,51
24,504,62,51
25,498,165,51
19,486,175,51
7,507,336,51
22,25,464,51
9,507,336,51
10,251,205,51
23,509,338,51
26,521,447,51
27,206,63,51
29,25,100,51
30,352,229,51
32,146,237,51
31,356,189,51
28,48,387,52
5,250,205,52
24,504,62,52
25,498,165,52
19,486,175,52
7,507,336,52
22,25,464,52
9,507,336,52
10,251,205,52
23,509,338,52
26,521,447,52
27,206,63,52
29,25,100,52
30,352,229,52
32,146,237,52
31,356,189,52
28,48,387,53
5,250,205,53
24,504,62,53
25,498,165,53
19,486,175,53
7,507,336,53
22,25,464,53
9,507,336,53
10,251,205,53
23,509,338,53
26,521,447,53
27,206,63,53
29,25,100,53
30,352,229,53
32,146,237,53
31,356,189,53
24,504,62,54
25,498,165,54
19,486,175,54
7,507,336,54
22,25,464,54
9,507,336,54
23,509,338,54
26,521,447,54
27,206,63,54
29,25,100,54
30,352,229,54
32,146,237,54
31,356,189,54
24,504,62,55
25,498,165,55
19,486,175,55
7,507,336,55
22,25,464,55
9,507,336,55
23,509,338,55
26,521,447,55
27,206,63,55
29,25,100,55
30,352,229,55
32,146,237,55
31,356,189,55
24,504,62,56
25,498,165,56
19,486,175,56
7,507,336,56
22,25,464,56
9,507,336,56
23,509,338,56
26,521,447,56
27,206,63,56
29,25,100,56
32,146,237,56
31,356,189,56
25,498,165,57
19,486,175,57
7,507,336,57
9,507,336,57
23,509,338,57
26,521,447,57
27,206,63,57
29,25,100,57
32,146,237,57
31,356,189,57
