4,209.4773703503068,57.18384622167366,3
4,214.601743721005,56.59822428411464,4
7,381.7096107165327,72.26377775779905,4
7,361.4766839378222,76.51276831976325,5
8,50.79672052085846,167.652761032071,5
4,211.4596298554986,53.81145557659733,5
7,338.8269075945963,79.97244834063845,6
8,65.42696741854668,168.040902255639,6
11,197.5707013948534,89.29529979506863,6
4,209.2266046514359,51.00664117994354,6
7,316.9160770264214,78.88454993282579,7
8,67.74041645874024,157.3325318695283,7
11,195.8051911355132,93.28034553748002,7
4,206.9935794473732,48.20182678328975,7
7,294.6508344030797,80.92682926829285,8
8,82.07086280056508,164.4077793493616,8
11,196.6656748823928,98.35105142535411,8
4,204.7605542433106,45.39701238663596,8
4,183.5307399219147,56.54235853050463,9
7,274.6108928571427,77.1069642857142,9
8,95.07482551533762,172.0060750805743,9
11,196.0641557939755,102.8707212194643,9
4,183.2319458607597,50.65069064614829,10
7,257.5315427857594,67.85080753100753,10
8,125.0891751056919,182.1927047487955,10
16,211.276199473648,150.1157972872664,10
11,195.9248574639187,107.5917372140399,10
4,182.8942562592061,44.44801178203376,11
7,238.6010105649976,62.93798805695914,11
8,141.1187904967608,181.8547773320991,11
16,218.2375737751531,162.4435042309601,11
18,51.09226510841156,179.928033215439,11
11,195.785559133862,112.3127532086154,11
4,181.100825961587,36.17594447974195,12
8,156.7783682400741,181.4639991664061,12
16,226.0586759581803,173.5622299651621,12
7,220.5237714789963,56.29883193937822,12
11,195.6462608038053,117.0337692031909,12
18,44.41752377688181,185.9405150720592,12
8,201.6888463546196,179.8823386114492,13
22,72.93834963033601,70.6974719771047,13
23,58.50508004926171,210.1482450738916,13
24,205.4691506040762,89.28506870792202,13
4,179.9467850986693,28.99736486639082,13
7,202.3732884543745,49.81080312011646,13
11,195.5069624737485,121.7547851977664,13
16,232.6462546848297,183.2389100720369,13
18,37.15955262026693,192.4783594210055,13
8,213.3384416963806,178.0216978984911,14
22,98.30648569279833,78.87605200014346,14
23,68.87453679195384,220.5588746880436,14
4,178.7606993783489,21.63611529512151,14
7,184.2228054297528,43.3227743008547,14
16,239.6071854326923,192.8674282650835,14
18,29.90158146365205,199.0162037699517,14
24,193.818420154022,95.14198782937622,14
7,177.1857804670502,59.32551763259888,15
28,188.9568018188762,75.2625994694957,15
8,224.245583839114,180.9950176646434,15
23,76.2688718610121,232.9421136484328,15
4,177.5746136580285,14.27486572385221,15
16,246.5681161805549,202.4959464581302,15
18,22.64361030703717,205.554048118898,15
22,117.5699430491219,82.02752283183936,15
24,181.1496647131865,101.5106765828021,15
16,252.1496134289883,221.8675210698611,16
22,146.9141463980969,97.03198467521931,16
24,168.4809092723509,107.8793653362281,16
23,85.46128801715379,241.1377749543414,16
4,176.3885279377081,6.913616152582901,16
7,159.4098078753607,58.46251673485177,16
8,244.5862569940333,181.0615740731116,16
18,15.38563915042229,212.0918924678443,16
28,188.9568018188762,75.2625994694957,16
8,248.1993438826706,188.2129900203992,17
22,170.6148782093476,111.9241127536057,17
24,155.8121538315153,114.248054089654,17
23,87.23236381166647,253.8646954844912,17
4,175.2024422173877,-0.4476334186864048,17
7,141.6114213948011,57.82151694638527,17
16,258.3086199210842,233.942902296076,17
28,188.9568018188762,75.2625994694957,17
8,248.3692928368675,181.4648601998491,18
23,83.62520193861025,271.0445418878374,18
7,123.8130349142416,57.18051715791878,18
16,264.4411786732698,246.0699232744729,18
22,189.782474698016,123.2424834941382,18
24,143.1433983906797,120.6167428430799,18
28,188.9568018188762,75.2625994694957,18
23,87.38121287902449,285.3071272272592,19
7,106.0146484336821,56.53951736945228,19
8,262.4864906027595,181.4663937389322,19
16,270.5737374254554,258.1969442528699,19
22,208.8002439986614,135.1100911310583,19
24,130.4746429498441,126.9854315965059,19
28,188.9568018188762,75.2625994694957,19
23,88.48312528895048,300.4382801664353,20
35,258.5772886443212,146.6347459444006,20
36,296.051452696373,241.1320425098218,20
8,276.4617254407183,180.449685767044,20
16,276.706296177641,270.3239652312668,20
22,227.8180132993069,146.9776987679785,20
24,117.8058875090086,133.3541203499318,20
28,188.9568018188762,75.2625994694957,20
