id,x,y,fluorescence,frame
5,276.48717948717945,38.86153846153846,,2
4,141.2990196976358,52.49410675032422,,2
6,162.36217232452748,63.69183771212414,,2
7,158.7950420962628,67.03620004168786,,2
8,96.44360902255639,82.12531328320802,,2
9,84.68707489631103,188.01029488223327,,2
11,83.67904532226818,196.7785419639806,,2
10,497.6666666666667,197.9333333333334,,2
12,149.24406523965197,255.69641166554229,,2
13,163.31114291709318,265.8073243587095,,2
14,159.73410846505368,267.8565451086422,,2
16,95.45533745501359,378.0693924285296,,2
17,96.67045692640826,393.72389022277395,,2
18,157.0340909090909,409.50568181818176,,2
2,277.4765063526921,32.62716228551993,,3
5,274.50549185194694,26.67198219163783,,3
4,146.9887811535623,66.41379395663405,,3
6,154.2422874829815,70.54793100554096,,3
7,153.64504790887878,70.91736719380158,,3
8,96.11111111111111,82.3283950617284,,3
9,79.23721065881968,202.3417833608579,,3
11,78.88770307478973,203.43489020712008,,3
10,497.96296296296293,198.3518518518519,,3
12,140.9774011299435,251.4745762711864,,3
13,160.95657049675071,262.20801724128694,,3
14,159.126664333983,262.8664877895297,,3
16,97.42938445373358,379.7180059382477,,3
17,97.49856300730212,384.4970518797514,,3
18,133.90860215053758,405.8548387096775,,3
2,292.7172011661808,50.16618075801749,,4
5,274.5038005415455,26.661578774397928,,4
4,156.0235090136488,76.69096878691668,,4
6,153.0991690210076,75.77355269504255,,4
7,154.2017719134165,74.78233684565606,,4
8,96.81975308641975,81.66913580246914,,4
9,87.4074074074074,171.962962962963,,4
11,82.08596632308411,198.9093607942721,,4
10,497.92982456140356,198.4035087719299,,4
12,153.0722765342074,250.29449655514827,,4
13,162.78782231028188,250.13837508330215,,4
14,163.66811881860758,249.48374598393542,,4
16,104.79414270993618,379.021757146436,,4
17,104.8880919880676,372.8318799951274,,4
18,106.38514866913619,403.13171782801066,,4
2,292.0385285660002,52.89602478937393,,5
5,265.93707462021985,34.48654514905825,,5
4,161.4700549847612,87.45320848532099,,5
6,143.77721968592058,83.14956235621281,,5
7,153.1965649294698,82.0312067151877,,5
8,98.52707588204882,81.53332337585846,,5
9,88.1590909090909,170.47727272727266,,5
11,83.31919414592592,196.47769207201767,,5
10,497.62,198.05999999999997,,5
12,157.4639834583092,245.4368859722932,,5
13,164.24533868162308,241.25934508909512,,5
14,168.5081439337867,238.7104526068655,,5
16,105.1882725362547,371.4236412062563,,5
17,105.9394199172443,357.3915626016927,,5
18,93.0995177829756,401.70686895825185,,5
19,35.3,262.8333333333333,,5
2,304.5151515151515,62.46753246753247,,6
5,268.42857142857144,29.28571428571429,,6
4,157.7188385853209,91.623241102772,,6
6,144.19466274615053,86.93307625727407,,6
7,149.8221039693041,86.68731867689027,,6
8,107.24894712978899,82.04169460109429,,6
9,88.29787234042556,170.36170212765958,,6
11,84.55242196876772,194.04602334976326,,6
10,497.795918367347,197.95918367346943,,6
12,160.31350568434308,242.61683447740802,,6
13,166.0636073419477,235.387320092345,,6
14,173.9354780001695,230.2746436672735,,6
16,84.11454298595523,400.49910114831454,,6
17,117.536170212766,337.9191489361702,,6
18,81.43088693956948,397.2765251211507,,6
19,28.50311218285863,273.80920970829567,,6
2,301.249544148024,62.442746411040986,,7
5,284.56540451583874,31.16942873303815,,7
4,176.08704232866717,98.987657649471,,7
6,157.48629144582588,97.91240409034297,,7
7,168.716931256093,99.15345429132019,,7
8,100.92102794189039,82.67878222346782,,7
9,88.28205128205128,169.2307692307692,,7
11,85.78564979160953,191.6143546275089,,7
10,497.2105263157895,197.91228070175438,,7
12,151.77556851737748,248.2165543345069,,7
13,174.145009113641,227.36024123361747,,7
14,192.6538405940245,216.39496030015658,,7
16,87.59565348754884,407.748832004937,,7
18,68.26845269051081,400.69067938806273,,7
17,123.29552238805971,332.6000000000001,,7
19,25.02816901408451,283.5070422535212,,7
2,311.13333333333327,72.40784313725491,,8
5,279.2692307692308,42.53846153846153,,8
4,170.95681272674,108.27093043461618,,8
6,146.9296165541572,101.06095430401919,,8
7,154.6263880932275,99.06132716235224,,8
8,97.85609756097561,81.60243902439025,,8
9,88.38775510204081,169.42857142857142,,8
11,87.01887761445133,189.18268590525446,,8
10,497.7377049180328,197.9836065573771,,8
12,147.4886547151452,249.7608514553433,,8
13,175.6906347239313,219.6963606651452,,8
14,203.7898992461843,199.78523306038647,,8
16,94.04945054945055,418.69780219780216,,8
17,130.7542662116041,322.5665529010239,,8
18,38.70909090909091,379.75757575757575,,8
19,3.026778599739688,289.01039514936514,,8
2,309.7728162175744,71.41149895717955,,9
5,278.3292575516553,41.981257217737564,,9
4,176.34725421444372,112.8075846370085,,9
6,161.92376704052498,112.38917773868079,,9
7,169.2260537195063,112.00604399313991,,9
8,98.18639798488665,81.56171284634762,,9
9,88.13888888888886,169.41666666666669,,9
11,88.25210543729314,186.75101718300007,,9
10,497.3137254901961,197.92156862745102,,9
12,144.8578680203046,250.2741116751269,,9
13,174.7512495098855,210.73710616809387,,9
14,223.70802919708032,187.99270072992698,,9
16,94.54761904761905,421.65476190476204,,9
17,135.5951417004049,316.55870445344124,,9
18,16.66060606060606,371.45454545454544,,9
19,10.481818181818179,262.15454545454537,,9
2,319.7545126353791,80.32129963898917,,10
5,306.43478260869557,54.2608695652174,,10
4,154.6683168316832,119.13861386138608,,10
6,150.40951027847268,114.45632791217109,,10
7,161.88111132369747,110.3750365267215,,10
8,97.44110275689225,81.09273182957392,,10
9,87.83720930232556,169.67441860465118,,10
11,89.48533326013494,184.3193484607457,,10
10,497.6000000000001,198.21999999999997,,10
12,145.76068376068378,248.5,,10
14,220.11818181818188,174.27272727272728,,10
16,94.38255033557046,422.87248322147644,,10
17,140.91821561338287,306.9405204460966,,10
18,3.333333333333334,365.12962962962973,,10
19,15.67479674796748,252.18292682926824,,10
13,175.86588482425017,202.9435557173675,,10
2,325.29831932773106,86.1470588235294,,11
4,190.73224603739604,119.58800780411418,,11
6,150.2014308168182,125.12377362431768,,11
7,174.65018115643167,118.83393993544787,,11
8,97.24880382775119,81.72966507177034,,11
9,88.39583333333333,169.22916666666669,,11
11,90.71856108297675,181.88767973849127,,11
10,497.45283018867923,198.3207547169811,,11
12,144.5044247787611,247.7566371681416,,11
17,146.21825396825398,298.015873015873,,11
