,x,y,frame,ctcf,mean_gray_value
0,5.928571428571429,244.42857142857142,0.0,1131.0,0.0016744714903092369
1,10.585106382978724,405.1808510638298,0.0,8987.0,0.01330546002069771
2,32.77927927927928,135.52252252252254,0.0,27601.0,0.04086391476925309
3,33.99236641221374,273.59541984732823,0.0,32150.0,0.047598813804988475
4,61.105633802816904,168.59859154929578,0.0,13946.0,0.020647373478207443
5,82.5525,96.89,0.0,74118.0,0.10973340222700266
6,183.75471698113208,86.79245283018868,0.0,16102.0,0.02383938102295255
7,198.05263157894737,497.6140350877193,0.0,5648.0,0.008361993790686622
8,251.53191489361703,140.45212765957447,0.0,30027.0,0.0444556635185813
9,292.14285714285717,167.76190476190476,0.0,12970.0,0.019202383049788507
10,327.24626865671644,505.53731343283584,0.0,23016.0,0.03407571690623996
11,374.05384615384617,82.90384615384616,0.0,32331.0,0.04786678846435715
12,409.69465648854964,100.22137404580153,0.0,19304.0,0.028580015604712208
13,408.5,195.9375,0.0,2139.0,0.0031668386540861693
14,420.0888888888889,204.22222222222223,0.0,9442.0,0.013979097976569243
15,8.700787401574804,391.81102362204723,1.0,12910.0,0.019611536626937227
16,22.95,261.05,1.0,1496.0,0.002272568458086607
17,25.214285714285715,411.42857142857144,1.0,803.0,0.0012198345400023698
18,42.605633802816904,130.85915492957747,1.0,23171.0,0.035198986458773236
19,38.86153846153846,276.4871794871795,1.0,29731.0,0.045164259911345525
20,62.55681818181818,174.6590909090909,1.0,9068.0,0.013775167632305714
21,73.23880597014926,164.97014925373134,1.0,12752.0,0.019371519370000274
22,82.4395061728395,96.11851851851851,1.0,75717.0,0.1150214344525024
23,178.87719298245614,86.82456140350877,1.0,4726.0,0.007179250356228144
24,197.47540983606558,497.8688524590164,1.0,5929.0,0.00900672352138736
25,208.39583333333334,76.97916666666667,1.0,3703.0,0.005625214572389508
26,251.62886597938143,140.48453608247422,1.0,31173.0,0.04735479715503596
27,276.6,170.37142857142857,1.0,2321.0,0.0035258231224726032
28,282.81944444444446,161.55555555555554,1.0,7679.0,0.011665142506448565
29,324.65625,509.03125,1.0,3320.0,0.005043400588801828
30,368.9683794466403,89.56916996047431,1.0,35113.0,0.0533400376128309
31,408.7718120805369,98.93959731543625,1.0,20283.0,0.030811835585140807
32,413.3757225433526,180.3063583815029,1.0,18391.0,0.02793770488814892
33,44.79154929577465,282.21971830985916,2.0,41699.0,0.06294625740051385
34,50.20574162679426,136.2488038277512,2.0,26038.0,0.03930537063705555
35,73.75897435897436,169.54358974358973,2.0,18294.0,0.027615502359409107
36,82.12531328320802,96.44360902255639,2.0,74930.0,0.11310974044990293
37,173.6904761904762,86.33333333333333,2.0,3928.0,0.005929468310252485
38,197.93333333333334,497.6666666666667,2.0,6133.0,0.009258001310279658
39,211.0983606557377,82.0327868852459,2.0,6106.0,0.009217243763340549
40,252.40782122905028,141.2849162011173,2.0,30340.0,0.045799406449353465
41,266.1475409836066,173.19672131147541,2.0,19463.0,0.02938015318799494
42,363.8805309734513,94.35398230088495,2.0,35338.0,0.05334408124941505
43,409.5056818181818,157.0340909090909,2.0,17494.0,0.026407871338991085
44,407.9127516778523,97.77181208053692,2.0,20341.0,0.03070552823290372
45,11.363636363636363,264.27272727272725,3.0,767.0,0.0011761386463518234
46,21.26530612244898,274.6938775510204,3.0,3807.0,0.00583775727074497
47,51.23616236162361,286.1291512915129,3.0,40473.0,0.06206239821877099
48,65.16265060240964,132.5120481927711,3.0,20077.0,0.03078661747432276
49,82.3283950617284,96.11111111111111,3.0,75540.0,0.11583508910745338
50,81.20779220779221,169.23809523809524,3.0,24639.0,0.03778211226527063
51,172.15555555555557,88.88888888888889,3.0,3597.0,0.005515737563138864
52,198.35185185185185,497.962962962963,3.0,5819.0,0.008923012755047276
53,233.62111801242236,69.2360248447205,3.0,15617.0,0.02394753225564071
54,251.47457627118644,140.9774011299435,3.0,29370.0,0.04503675624948247
55,356.36538461538464,97.09134615384616,3.0,31067.0,0.04763898217237562
56,405.85483870967744,133.90860215053763,3.0,19725.0,0.030246851107287767
57,407.8496732026144,97.83660130718954,3.0,21660.0,0.03321403269880117
58,50.16618075801749,292.71720116618076,4.0,40320.0,0.05960696656421719
59,69.82352941176471,139.28342245989305,4.0,25198.0,0.0372513974078657
60,81.66913580246914,96.81975308641975,4.0,74394.0,0.10998017536156682
61,87.08695652173913,173.52173913043478,4.0,25260.0,0.03734305494573726
62,171.96296296296296,87.4074074074074,4.0,4988.0,0.007373996756505837
63,198.40350877192984,497.9298245614035,4.0,6186.0,0.00914505692376606
64,242.1584699453552,184.46448087431693,4.0,18599.0,0.027495783014084216
65,251.36170212765958,51.53191489361702,4.0,20401.0,0.030159765001899676
66,252.72988505747125,142.00574712643677,4.0,29462.0,0.04355507065761327
67,347.3724137931035,105.58620689655173,4.0,36650.0,0.0541814316611746
68,398.56,114.14,4.0,17251.0,0.025502970739070208
69,409.0529411764706,96.34117647058824,4.0,22420.0,0.03314454837226561
70,22.5,248.28571428571428,5.0,1200.0,0.0018477599759791203
71,44.94444444444444,282.22222222222223,5.0,1347.0,0.0020741105730365627
72,57.68852459016394,297.9549180327869,5.0,34430.0,0.05301531331080093
73,81.86893203883496,138.09708737864077,5.0,20846.0,0.032098670382717284
74,81.5012285012285,96.78624078624078,5.0,75959.0,0.11696166667949834
75,92.52066115702479,174.21074380165288,5.0,25197.0,0.03879834009562158
76,170.47727272727272,88.1590909090909,5.0,4465.0,0.00687520691062231
77,198.06,497.62,5.0,5001.0,0.007700539699892984
78,227.13286713286712,190.92307692307693,5.0,13591.0,0.02092742152794352
79,251.34682080924856,142.0693641618497,5.0,31065.0,0.047833886378159475
80,262.8333333333333,35.3,5.0,15668.0,0.02412558608636738
81,343.9639175257732,110.51030927835052,5.0,30581.0,0.0470886231878479
82,402.3296703296703,93.06959706959707,5.0,32845.0,0.050574730342528504
83,29.285714285714285,268.42857142857144,6.0,965.0,0.0014616583536425586
84,62.467532467532465,304.5151515151515,6.0,35870.0,0.05433127994316951
85,70.0,142.54545454545453,6.0,1434.0,0.0021720394602315327
86,81.3498759305211,96.93052109181141,6.0,75541.0,0.11441982766063474
87,86.16666666666667,143.68229166666666,6.0,24914.0,0.03773653494575203
88,96.98324022346368,176.83798882681563,6.0,23654.0,0.035828048390736875
89,100.53846153846153,143.84615384615384,6.0,894.0,0.0013541166509393238
90,170.36170212765958,88.29787234042553,6.0,4244.0,0.006428267412289139
91,197.9591836734694,497.7959183673469,6.0,5815.0,0.008807816918581844
92,218.47058823529412,194.23529411764707,6.0,13953.0,0.021134216588989244
93,251.6813186813187,143.84615384615384,6.0,31211.0,0.04727442370522062
94,270.6034482758621,33.58620689655172,6.0,5807.0,0.008795699543629366
95,277.1666666666667,23.17948717948718,6.0,7109.0,0.010767802317145025
96,337.9191489361702,117.53617021276595,6.0,31104.0,0.04711235381523124
97,389.65714285714284,75.08571428571429,6.0,3253.0,0.004927227590051029
98,408.1184834123223,90.45971563981043,6.0,30855.0,0.04673520051983539
99,25.733333333333334,281.53333333333336,7.0,1223.0,0.0018567156021800848
100,48.81481481481482,294.4074074074074,7.0,1841.0,0.0027949414747453277
101,68.54255319148936,304.31205673758865,7.0,38466.0,0.05839772882539586
102,81.34457831325301,97.50843373493976,7.0,76507.0,0.11615023759279783
103,99.05909090909091,142.8181818181818,7.0,25936.0,0.03937512335089344
104,103.51612903225806,176.50967741935483,7.0,14357.0,0.02179629264145501
105,94.8125,186.375,7.0,997.0,0.0015136103478115654
106,169.23076923076923,88.28205128205128,7.0,3974.0,0.006033187083453522
107,197.91228070175438,497.2105263157895,7.0,6283.0,0.009538629704413305
108,208.04054054054055,208.90540540540542,7.0,7489.0,0.011369536504273635
109,251.7020202020202,143.71212121212122,7.0,33168.0,0.050354491490686056
110,283.50704225352115,25.028169014084508,7.0,7165.0,0.010877651095355934
111,332.6,123.2955223880597,7.0,36653.0,0.05564529596623601
112,398.4496124031008,62.13178294573643,7.0,14145.0,0.02147444169487923
113,409.989898989899,93.73232323232324,7.0,25372.0,0.03851887837981448
114,42.53846153846154,279.2692307692308,8.0,2265.0,0.0034593039239044776
115,72.4078431372549,311.1333333333333,8.0,38780.0,0.05922817049404664
116,81.60243902439025,97.85609756097561,8.0,77903.0,0.11898020025780597
117,102.65116279069767,148.08139534883722,8.0,22784.0,0.03479769563012786
118,169.42857142857142,88.38775510204081,8.0,4320.0,0.0065978776826787384
119,197.10714285714286,209.24285714285713,8.0,15795.0,0.024123490277294136
120,197.98360655737704,497.73770491803276,8.0,6430.0,0.009820452198987103
121,250.91627906976746,144.4,8.0,33967.0,0.0518773405665622
122,251.64150943396226,2.9622641509433962,8.0,5151.0,0.007867052764694023
123,290.6666666666667,3.8055555555555554,8.0,7574.0,0.011567667955696474
124,304.67241379310343,2.1724137931034484,8.0,5647.0,0.008624586869001583
125,322.5665529010239,130.7542662116041,8.0,34796.0,0.05314346107557624
126,379.75757575757575,38.70909090909091,8.0,17230.0,0.02631514640568395
127,418.6978021978022,94.04945054945055,8.0,23630.0,0.03608978000965245
128,38.0,267.5,9.0,628.0,0.0009394292518523061
129,41.0,289.57142857142856,9.0,1443.0,0.0021585930102275123
130,47.833333333333336,280.5,9.0,1395.0,0.0020867895005317947
131,78.72199170124482,316.3651452282158,9.0,35367.0,0.05290572348767598
132,81.5617128463476,98.18639798488665,9.0,74269.0,0.11109947628315116
133,112.91017964071857,147.34730538922156,9.0,22722.0,0.03398998640221035
134,107.35714285714286,179.21428571428572,9.0,897.0,0.001341828087438724
135,116.93548387096774,180.93548387096774,9.0,2644.0,0.003955176659072448
136,169.41666666666666,88.13888888888889,9.0,3621.0,0.005416677262670702
137,187.992700729927,223.7080291970803,9.0,16004.0,0.023940486857713866
138,197.92156862745097,497.3137254901961,9.0,5970.0,0.008930561518404885
139,250.2741116751269,144.85786802030458,9.0,34416.0,0.05148311645182957
140,262.1545454545454,10.481818181818182,9.0,30206.0,0.045185350288934334
141,316.5587044534413,135.59514170040487,9.0,32257.0,0.04825345442197427
142,371.45454545454544,16.66060606060606,9.0,17607.0,0.02633842490026044
143,421.6547619047619,94.54761904761905,9.0,25400.0,0.0379960238806506
144,54.26086956521739,306.4347826086956,10.0,3538.0,0.00533232856066315
145,80.32129963898917,319.75451263537906,10.0,38047.0,0.057342878673700075
146,81.09273182957394,97.44110275689223,10.0,76432.0,0.11519517709118313
147,119.13861386138613,154.66831683168317,10.0,24721.0,0.03725847776940467
148,169.67441860465115,87.83720930232558,10.0,4168.0,0.0062818387339864355
149,174.27272727272728,220.11818181818182,10.0,11322.0,0.01706405425772419
150,198.22,497.6,10.0,6003.0,0.009047475508666164
151,248.5,145.76068376068375,10.0,39818.0,0.0600120572720422
152,252.1829268292683,15.674796747967479,10.0,33914.0,0.05111379050489827
153,306.9405204460966,140.9182156133829,10.0,35345.0,0.053270535041446875
154,365.1296296296296,3.3333333333333335,10.0,11259.0,0.016969103240391862
155,422.8724832214765,94.38255033557047,10.0,22352.0,0.033688018085908066
156,81.72966507177034,97.2488038277512,11.0,76664.0,0.11796112994280737
157,86.1470588235294,325.29831932773106,11.0,34839.0,0.053605966373753866
158,114.23214285714286,205.40178571428572,11.0,21803.0,0.03354777361138252
159,128.9441340782123,151.46927374301677,11.0,22434.0,0.034518678768873795
160,166.51754385964912,242.53508771929825,11.0,14084.0,0.02167072620936162
161,169.22916666666666,88.39583333333333,11.0,4411.0,0.006787104040719547
162,198.32075471698113,497.45283018867923,11.0,5213.0,0.00802112295721401
163,247.7566371681416,144.50442477876106,11.0,38647.0,0.05946524821167271
164,255.09606986899564,23.45414847161572,11.0,22223.0,0.03419401793174121
165,251.16666666666666,2.5833333333333335,11.0,815.0,0.001254021716886518
166,298.015873015873,146.21825396825398,11.0,37151.0,0.05716338748963316
167,423.81456953642385,95.0728476821192,11.0,23184.0,0.03567268648380004
168,53.75,285.8333333333333,12.0,845.0,0.0012586166834482224
169,70.78787878787878,310.7878787878788,12.0,2420.0,0.003604559022419761
170,81.60421545667447,96.65807962529274,12.0,79909.0,0.11902343261262013
171,91.2996632996633,329.1952861952862,12.0,35573.0,0.05298552814237115
172,133.85572139303483,156.15422885572139,12.0,25096.0,0.037380170754812536
173,131.41176470588235,208.4558823529412,12.0,6607.0,0.009841041926085687
174,157.31788079470198,245.76158940397352,12.0,15794.0,0.023524960826486658
175,168.47826086956522,88.32608695652173,12.0,4566.0,0.006800998552218442
176,198.34375,497.65625,12.0,6888.0,0.010259587829102197
177,247.18695652173912,144.90869565217392,12.0,38399.0,0.05719481896772579
178,253.8181818181818,34.63203463203463,12.0,29276.0,0.04360622724808303
179,291.7938596491228,149.8201754385965,12.0,35286.0,0.052558045316158555
180,371.85714285714283,508.3095238095238,12.0,4259.0,0.00634372598201891
181,379.81333333333333,502.1333333333333,12.0,8160.0,0.012154215546671591
182,423.4805194805195,95.08441558441558,12.0,23427.0,0.03489421661910237
183,60.0,278.0,13.0,704.0,0.0010156678304527225
184,69.16379310344827,304.69827586206895,13.0,9385.0,0.013539833222725568
185,81.3452380952381,96.98333333333333,13.0,77957.0,0.11246934241278818
186,95.63636363636364,336.04545454545456,13.0,30574.0,0.0441094151253715
187,128.7058823529412,217.8235294117647,13.0,24132.0,0.034815477392734516
188,136.43157894736842,155.8421052631579,13.0,8372.0,0.012078368006463341
189,149.18300653594773,256.2352941176471,13.0,17910.0,0.025838935857114
190,168.76,88.16,13.0,4558.0,0.006575872118186802
191,197.87037037037038,497.35185185185185,13.0,6122.0,0.008832270536976657
192,247.0857142857143,144.46666666666667,13.0,36453.0,0.05259110713564359
193,246.57539682539684,38.90873015873016,13.0,32192.0,0.04644371988342903
194,283.1297071129707,155.79916317991632,13.0,34907.0,0.050360677496609635
195,300.2857142857143,146.5,13.0,1088.0,0.0015696684652451165
196,373.2485549132948,487.271676300578,13.0,20167.0,0.029095132296505757
197,423.75324675324674,95.27922077922078,13.0,22261.0,0.03211616700810803
198,505.2803738317757,474.2897196261682,13.0,9224.0,0.013307556914908964
199,51.214285714285715,277.85714285714283,14.0,1088.0,0.0015434550695689676
200,82.19310344827586,97.08045977011494,14.0,79732.0,0.11310915405043466
201,82.65,324.45,14.0,1509.0,0.0021406927389518125
202,96.46441947565543,340.9887640449438,14.0,36410.0,0.05165183739246885
203,139.785,208.175,14.0,22096.0,0.03134575663345212
204,152.30841121495328,158.14018691588785,14.0,26629.0,0.037776346551058854
205,145.65,272.5785714285714,14.0,14366.0,0.020379848832194656
206,169.33333333333334,87.97777777777777,14.0,4789.0,0.006793755816328847
207,198.08474576271186,497.47457627118644,14.0,6188.0,0.008778400708173503
208,244.93719806763286,144.7487922705314,14.0,34790.0,0.04935367818961799
209,249.05418719211823,52.0,14.0,30258.0,0.04292450688880314
210,249.88888888888889,4.5,14.0,1206.0,0.0017108518510111901
211,276.48945147679325,159.1772151898734,14.0,34404.0,0.04880609210795106
212,370.15736040609136,474.0,14.0,21053.0,0.029866139319517898
213,423.58940397350995,95.26490066225166,14.0,22346.0,0.03170041083142293
214,498.0378787878788,475.1439393939394,14.0,13302.0,0.018870440565630888
215,58.89473684210526,309.2105263157895,15.0,4083.0,0.005724476448048589
216,81.14492753623189,97.47826086956522,15.0,78296.0,0.10977310996238361
217,101.89473684210526,114.03947368421052,15.0,6765.0,0.009484712998052584
218,99.36363636363636,196.63636363636363,15.0,730.0,0.001023479747018239
219,105.86585365853658,344.5325203252033,15.0,34733.0,0.04869660555230752
220,106.0,124.72727272727273,15.0,718.0,0.00100665542240972
221,133.30769230769232,280.65384615384613,15.0,18518.0,0.02596273692504623
222,155.05625,163.30625,15.0,17095.0,0.023967652431886022
223,169.0,88.16666666666667,15.0,5167.0,0.007244273771018138
224,197.92857142857142,497.5357142857143,15.0,6042.0,0.008471047440389314
225,243.76960784313727,144.27450980392157,15.0,32821.0,0.046015929831350166
